subject_id,is_correct,response_text,target,angle,targetFreq,rt,outer_loop_iteration
bgpuop4hxp,1,clate,clate,150,LF,9952,2
bgpuop4hxp,0,NA,grah,60,HF,30,2
bgpuop4hxp,1,gled,gled,240,HF,6456,2
bgpuop4hxp,1,blit,blit,15,HF,6254,2
bgpuop4hxp,1,pim,pim,195,HF,2760,2
bgpuop4hxp,1,noom,noom,285,LF,8183,2
bgpuop4hxp,1,clate,clate,150,LF,6351,3
bgpuop4hxp,1,noom,noom,285,LF,4775,3
bgpuop4hxp,1,gorm,gorm,330,LF,11239,3
bgpuop4hxp,1,noobda,noobda,105,LF,13338,3
bgpuop4hxp,1,pim,pim,195,HF,4772,3
bgpuop4hxp,1,blit,blit,15,HF,10348,3
bgpuop4hxp,1,gled,gled,240,HF,4862,3
bgpuop4hxp,1,grah,grah,60,HF,10710,3
bhanjyuauz,1,pim,pim,195,HF,8716,1
bhanjyuauz,1,grah,grah,285,LF,7435,1
bhanjyuauz,1,noom,noom,150,LF,8654,1
bhanjyuauz,1,clate,clate,60,HF,8729,1
bhanjyuauz,1,noobda,noobda,15,HF,7811,1
bhanjyuauz,1,gled,gled,240,HF,6128,1
bhanjyuauz,1,blit,blit,105,LF,9141,1
bhanjyuauz,1,gorm,gorm,330,LF,11117,1
bq51clktf9,0,gled,gorm,15,HF,11545,1
bq51clktf9,0,pim,blit,150,LF,6118,1
bq51clktf9,1,grah,grah,240,HF,5088,1
bq51clktf9,1,noobda,noobda,60,HF,5954,1
bq51clktf9,0,glim,pim,285,LF,9787,1
bq51clktf9,0,clada,clate,105,LF,10241,1
bq51clktf9,0,glad,noom,330,LF,4469,1
bq51clktf9,0,grah,gled,195,HF,4017,1
bq51clktf9,0,gloom,noom,330,LF,8531,2
bq51clktf9,1,grah,grah,240,HF,8192,2
bq51clktf9,1,blit,blit,150,LF,4878,2
bq51clktf9,0,noobda,gorm,15,HF,10085,2
bq51clktf9,1,clate,clate,105,LF,4764,2
bq51clktf9,0,gloom,noobda,60,HF,9068,2
bq51clktf9,0,grah,gled,195,HF,9286,2
bq51clktf9,1,pim,pim,285,LF,3454,2
bq51clktf9,1,grah,grah,240,HF,4818,3
bq51clktf9,0,NA,blit,150,LF,166,3
bq51clktf9,0,gled,noom,330,LF,8291,3
bq51clktf9,0,noobda,gorm,15,HF,7163,3
bq51clktf9,1,clate,clate,105,LF,4197,3
bq51clktf9,1,noobda,noobda,60,HF,5734,3
bq51clktf9,1,pim,pim,285,LF,3445,3
bq51clktf9,1,gled,gled,195,HF,6097,3
bq51clktf9,1,noom,noom,330,LF,9718,4
bq51clktf9,1,clate,clate,105,LF,3497,4
bq51clktf9,1,grah,grah,240,HF,3503,4
bq51clktf9,0,gled,gorm,15,HF,4562,4
bq51clktf9,1,noobda,noobda,60,HF,4548,4
bq51clktf9,1,gled,gled,195,HF,10464,4
bq51clktf9,1,blit,blit,150,LF,13454,4
bq51clktf9,1,pim,pim,285,LF,3300,4
bq51clktf9,1,gled,gled,195,HF,3302,5
bq51clktf9,1,pim,pim,285,LF,3522,5
bq51clktf9,1,clate,clate,105,LF,3949,5
bq51clktf9,1,noom,noom,330,LF,6585,5
bq51clktf9,1,blit,blit,150,LF,5029,5
bq51clktf9,1,noobda,noobda,60,HF,4422,5
bq51clktf9,0,glom,gorm,15,HF,11095,5
bq51clktf9,1,grah,grah,240,HF,3859,5
bq51clktf9,1,pim,pim,285,LF,3265,6
bq51clktf9,1,blit,blit,150,LF,4822,6
bq51clktf9,1,noobda,noobda,60,HF,3920,6
bq51clktf9,1,gled,gled,195,HF,6754,6
bq51clktf9,1,gorm,gorm,15,HF,3901,6
bq51clktf9,1,noom,noom,330,LF,3586,6
bq51clktf9,1,grah,grah,240,HF,3579,6
bq51clktf9,1,clate,clate,105,LF,3963,6
bu0flsj7ol,1,pim,pim,240,HF,3956,1
bu0flsj7ol,0,clate,noom,285,LF,12686,1
bu0flsj7ol,1,blit,blit,15,HF,4603,1
bu0flsj7ol,0,noobda,gled,105,LF,5578,1
bu0flsj7ol,1,grah,grah,60,HF,2791,1
bu0flsj7ol,0,gled,noobda,150,LF,6055,1
bu0flsj7ol,0,clate,gorm,330,LF,5832,1
bu0flsj7ol,1,clate,clate,195,HF,20143,1
bu0flsj7ol,1,blit,blit,15,HF,2812,2
bu0flsj7ol,1,gorm,gorm,330,LF,4548,2
bu0flsj7ol,0,gled,noobda,150,LF,11115,2
bu0flsj7ol,1,noom,noom,285,LF,7390,2
bu0flsj7ol,0,noobda,gled,105,LF,5595,2
bu0flsj7ol,1,pim,pim,240,HF,2835,2
bu0flsj7ol,0,gleh,grah,60,HF,11980,2
bu0flsj7ol,1,clate,clate,195,HF,3240,2
bu0flsj7ol,1,blit,blit,15,HF,2369,3
bu0flsj7ol,1,gorm,gorm,330,LF,5122,3
bu0flsj7ol,1,pim,pim,240,HF,2612,3
bu0flsj7ol,1,noom,noom,285,LF,5263,3
bu0flsj7ol,1,gled,gled,105,LF,2713,3
bu0flsj7ol,1,clate,clate,195,HF,3570,3
bu0flsj7ol,1,noobda,noobda,150,LF,3863,3
bu0flsj7ol,1,grah,grah,60,HF,2818,3
bv0n7ya9hp,0,blet,blit,285,LF,6060,1
bv0n7ya9hp,0,noodba,noobda,150,LF,6762,1
bv0n7ya9hp,1,pim,pim,105,LF,2410,1
bv0n7ya9hp,1,gled,gled,240,HF,2580,1
bv0n7ya9hp,1,clate,clate,15,HF,4837,1
bv0n7ya9hp,1,grah,grah,330,LF,3312,1
bv0n7ya9hp,1,noom,noom,60,HF,1717,1
bv0n7ya9hp,1,gorm,gorm,195,HF,3380,1
bv0n7ya9hp,1,noom,noom,60,HF,2503,2
bv0n7ya9hp,1,clate,clate,15,HF,4155,2
bv0n7ya9hp,1,gled,gled,240,HF,2725,2
bv0n7ya9hp,1,grah,grah,330,LF,7762,2
bv0n7ya9hp,1,noobda,noobda,150,LF,8264,2
bv0n7ya9hp,1,blit,blit,285,LF,7570,2
bv0n7ya9hp,1,gorm,gorm,195,HF,7930,2
bv0n7ya9hp,1,pim,pim,105,LF,5562,2
bytgb9k7ey,1,gorm,gorm,195,HF,16525,1
bytgb9k7ey,1,clate,clate,330,LF,10581,1
bytgb9k7ey,1,pim,pim,150,LF,14381,1
bytgb9k7ey,0,bit,blit,285,LF,21188,1
bytgb9k7ey,0,nooba,noobda,15,HF,14824,1
bytgb9k7ey,1,gled,gled,60,HF,14475,1
bytgb9k7ey,1,grah,grah,240,HF,15235,1
bytgb9k7ey,1,noom,noom,105,LF,11923,1
bytgb9k7ey,1,noom,noom,105,LF,12548,2
bytgb9k7ey,1,blit,blit,285,LF,12558,2
bytgb9k7ey,1,pim,pim,150,LF,20036,2
bytgb9k7ey,1,gorm,gorm,195,HF,11450,2
bytgb9k7ey,1,noobda,noobda,15,HF,12893,2
bytgb9k7ey,1,clate,clate,330,LF,11131,2
bytgb9k7ey,1,grah,grah,240,HF,11805,2
bytgb9k7ey,1,gled,gled,60,HF,12195,2
c38zxkub3s,0,grah,gled,105,LF,7254,1
c38zxkub3s,0,noobda,gorm,240,HF,3789,1
c38zxkub3s,1,grah,grah,330,LF,2002,1
c38zxkub3s,0,clate,blit,60,HF,8103,1
c38zxkub3s,1,pim,pim,15,HF,1263,1
c38zxkub3s,1,noom,noom,285,LF,3047,1
c38zxkub3s,1,clate,clate,195,HF,2022,1
c38zxkub3s,0,grah,noobda,150,LF,1286,1
c38zxkub3s,0,noobda,grah,330,LF,69410,2
c38zxkub3s,0,grah,noom,285,LF,2586,2
c38zxkub3s,0,pim,blit,60,HF,3372,2
c38zxkub3s,1,clate,clate,195,HF,2742,2
c38zxkub3s,1,pim,pim,15,HF,1802,2
c38zxkub3s,0,grha,noobda,150,LF,1384,2
c38zxkub3s,0,r43,gled,105,LF,1056,2
c38zxkub3s,0,fq,gorm,240,HF,394,2
c38zxkub3s,1,noom,noom,285,LF,18191,3
c38zxkub3s,1,grah,grah,330,LF,9511,3
c38zxkub3s,1,noobda,noobda,150,LF,7543,3
c38zxkub3s,1,clate,clate,195,HF,6525,3
c38zxkub3s,1,pim,pim,15,HF,1749,3
c38zxkub3s,1,gorm,gorm,240,HF,6592,3
c38zxkub3s,1,blit,blit,60,HF,6250,3
c38zxkub3s,1,gled,gled,105,LF,12227,3
cbl0bwrm4s,0,blit,gled,105,LF,42263,1
cbl0bwrm4s,1,pim,pim,330,LF,10521,1
cbl0bwrm4s,0,glah,grah,15,HF,11173,1
cbl0bwrm4s,1,clate,clate,195,HF,6847,1
cbl0bwrm4s,1,blit,blit,150,LF,26126,1
cbl0bwrm4s,1,gorm,gorm,60,HF,7304,1
cbl0bwrm4s,1,noom,noom,285,LF,11690,1
cbl0bwrm4s,1,noobda,noobda,240,HF,7775,1
cbl0bwrm4s,1,gled,gled,105,LF,6508,2
cbl0bwrm4s,1,grah,grah,15,HF,7316,2
cbl0bwrm4s,1,clate,clate,195,HF,8595,2
cbl0bwrm4s,1,blit,blit,150,LF,7701,2
cbl0bwrm4s,1,noom,noom,285,LF,5112,2
cbl0bwrm4s,1,noobda,noobda,240,HF,34701,2
cbl0bwrm4s,1,gorm,gorm,60,HF,11381,2
cbl0bwrm4s,1,pim,pim,330,LF,4745,2
ce4ogo9mfc,1,noobda,noobda,195,HF,5010,1
ce4ogo9mfc,0,glet,gled,150,LF,5461,1
ce4ogo9mfc,1,pim,pim,285,LF,3363,1
ce4ogo9mfc,1,clate,clate,60,HF,8565,1
ce4ogo9mfc,0,groh,grah,15,HF,3814,1
ce4ogo9mfc,1,blit,blit,240,HF,3805,1
ce4ogo9mfc,1,noom,noom,330,LF,6626,1
ce4ogo9mfc,1,gorm,gorm,105,LF,5395,1
ce4ogo9mfc,1,clate,clate,60,HF,6936,2
ce4ogo9mfc,1,pim,pim,285,LF,6980,2
ce4ogo9mfc,0,gorm#,gorm,105,LF,3554,2
ce4ogo9mfc,1,noom,noom,330,LF,3053,2
ce4ogo9mfc,1,blit,blit,240,HF,3315,2
ce4ogo9mfc,1,grah,grah,15,HF,2637,2
ce4ogo9mfc,1,noobda,noobda,195,HF,3338,2
ce4ogo9mfc,0,glet,gled,150,LF,2880,2
ce4ogo9mfc,0,glet,gled,150,LF,5562,3
ce4ogo9mfc,1,clate,clate,60,HF,3899,3
ce4ogo9mfc,1,gorm,gorm,105,LF,6556,3
ce4ogo9mfc,1,noobda,noobda,195,HF,3565,3
ce4ogo9mfc,1,blit,blit,240,HF,2556,3
ce4ogo9mfc,1,noom,noom,330,LF,3075,3
ce4ogo9mfc,1,pim,pim,285,LF,1844,3
ce4ogo9mfc,1,grah,grah,15,HF,4275,3
ce4ogo9mfc,1,noom,noom,330,LF,2549,4
ce4ogo9mfc,1,clate,clate,60,HF,2936,4
ce4ogo9mfc,1,gled,gled,150,LF,3054,4
ce4ogo9mfc,1,blit,blit,240,HF,3770,4
ce4ogo9mfc,1,noobda,noobda,195,HF,3490,4
ce4ogo9mfc,1,grah,grah,15,HF,4904,4
ce4ogo9mfc,1,gorm,gorm,105,LF,3973,4
ce4ogo9mfc,1,pim,pim,285,LF,7858,4
cpzg4y5hf2,0,gled,gorm,105,LF,6644,1
cpzg4y5hf2,1,noom,noom,60,HF,2565,1
cpzg4y5hf2,0,clate,pim,330,LF,3846,1
cpzg4y5hf2,0,noomda,clate,150,LF,13377,1
cpzg4y5hf2,0,grah,gled,15,HF,2695,1
cpzg4y5hf2,1,blit,blit,240,HF,3395,1
cpzg4y5hf2,0,clate,grah,195,HF,2497,1
cpzg4y5hf2,0,noombda,noobda,285,LF,6772,1
cpzg4y5hf2,0,grah,clate,150,LF,10764,2
cpzg4y5hf2,1,grah,grah,195,HF,1572,2
cpzg4y5hf2,1,gorm,gorm,105,LF,2043,2
cpzg4y5hf2,0,pim,blit,240,HF,1624,2
cpzg4y5hf2,0,gred,gled,15,HF,5619,2
cpzg4y5hf2,0,noobda,pim,330,LF,2913,2
cpzg4y5hf2,1,noobda,noobda,285,LF,2091,2
cpzg4y5hf2,1,noom,noom,60,HF,14557,2
cpzg4y5hf2,0,noobda,pim,330,LF,5222,3
cpzg4y5hf2,1,noom,noom,60,HF,4766,3
cpzg4y5hf2,0,pim,blit,240,HF,3217,3
cpzg4y5hf2,0,pim,noobda,285,LF,1612,3
cpzg4y5hf2,0,grah,clate,150,LF,4902,3
cpzg4y5hf2,1,gled,gled,15,HF,1774,3
cpzg4y5hf2,0,clate,grah,195,HF,3306,3
cpzg4y5hf2,1,gorm,gorm,105,LF,4356,3
cpzg4y5hf2,1,gled,gled,15,HF,5124,4
cpzg4y5hf2,1,pim,pim,330,LF,3024,4
cpzg4y5hf2,1,gorm,gorm,105,LF,3062,4
cpzg4y5hf2,1,noobda,noobda,285,LF,3887,4
cpzg4y5hf2,1,clate,clate,150,LF,5225,4
cpzg4y5hf2,1,blit,blit,240,HF,11537,4
cpzg4y5hf2,0,blit,grah,195,HF,2046,4
cpzg4y5hf2,1,noom,noom,60,HF,2003,4
cpzg4y5hf2,1,noom,noom,60,HF,2015,5
cpzg4y5hf2,1,gled,gled,15,HF,2482,5
cpzg4y5hf2,1,noobda,noobda,285,LF,3619,5
cpzg4y5hf2,1,blit,blit,240,HF,2264,5
cpzg4y5hf2,1,pim,pim,330,LF,1907,5
cpzg4y5hf2,1,grah,grah,195,HF,2359,5
cpzg4y5hf2,1,gorm,gorm,105,LF,2996,5
cpzg4y5hf2,1,clate,clate,150,LF,2101,5
cyg0pbw2j6,1,noobda,noobda,240,HF,4028,1
cyg0pbw2j6,0,gorm,gled,330,LF,2515,1
cyg0pbw2j6,0,norm,gorm,285,LF,9261,1
cyg0pbw2j6,1,grah,grah,105,LF,3964,1
cyg0pbw2j6,0,plib,pim,195,HF,9009,1
cyg0pbw2j6,1,clate,clate,15,HF,4724,1
cyg0pbw2j6,1,noom,noom,150,LF,12564,1
cyg0pbw2j6,1,blit,blit,60,HF,5519,1
cyg0pbw2j6,1,noom,noom,150,LF,7306,2
cyg0pbw2j6,1,clate,clate,15,HF,5056,2
cyg0pbw2j6,1,grah,grah,105,LF,4007,2
cyg0pbw2j6,1,gorm,gorm,285,LF,3649,2
cyg0pbw2j6,1,pim,pim,195,HF,2731,2
cyg0pbw2j6,1,blit,blit,60,HF,3301,2
cyg0pbw2j6,0,gleb,gled,330,LF,3378,2
cyg0pbw2j6,1,noobda,noobda,240,HF,5531,2
cyg0pbw2j6,1,grah,grah,105,LF,3370,3
cyg0pbw2j6,1,noom,noom,150,LF,3051,3
cyg0pbw2j6,1,gorm,gorm,285,LF,3053,3
cyg0pbw2j6,1,pim,pim,195,HF,3445,3
cyg0pbw2j6,1,clate,clate,15,HF,2953,3
cyg0pbw2j6,1,noobda,noobda,240,HF,3603,3
cyg0pbw2j6,1,blit,blit,60,HF,2951,3
cyg0pbw2j6,0,gleb,gled,330,LF,8162,3
cyg0pbw2j6,1,noom,noom,150,LF,4924,4
cyg0pbw2j6,1,pim,pim,195,HF,2134,4
cyg0pbw2j6,1,gled,gled,330,LF,3412,4
cyg0pbw2j6,1,clate,clate,15,HF,3590,4
cyg0pbw2j6,1,blit,blit,60,HF,2025,4
cyg0pbw2j6,1,gorm,gorm,285,LF,4385,4
cyg0pbw2j6,1,grah,grah,105,LF,3467,4
cyg0pbw2j6,1,noobda,noobda,240,HF,3087,4
d8fbvwalxr,0,grah,gled,195,HF,5334,1
d8fbvwalxr,0,clate,grah,150,LF,5027,1
d8fbvwalxr,0,noobda,gorm,330,LF,3132,1
d8fbvwalxr,1,pim,pim,60,HF,1946,1
d8fbvwalxr,0,glit,blit,240,HF,4501,1
d8fbvwalxr,1,noom,noom,15,HF,2538,1
d8fbvwalxr,1,clate,clate,105,LF,4932,1
d8fbvwalxr,0,blit,noobda,285,LF,8412,1
d8fbvwalxr,0,gorm,grah,150,LF,12952,2
d8fbvwalxr,0,gled,noobda,285,LF,5223,2
d8fbvwalxr,1,noom,noom,15,HF,1845,2
d8fbvwalxr,0,noobda,gorm,330,LF,2951,2
d8fbvwalxr,0,glit,gled,195,HF,9632,2
d8fbvwalxr,0,gorm,blit,240,HF,9048,2
d8fbvwalxr,1,clate,clate,105,LF,2464,2
d8fbvwalxr,1,pim,pim,60,HF,2364,2
d8fbvwalxr,1,pim,pim,60,HF,1952,3
d8fbvwalxr,1,gorm,gorm,330,LF,4751,3
d8fbvwalxr,1,noom,noom,15,HF,2601,3
d8fbvwalxr,1,blit,blit,240,HF,2113,3
d8fbvwalxr,1,gled,gled,195,HF,3713,3
d8fbvwalxr,1,clate,clate,105,LF,2460,3
d8fbvwalxr,1,grah,grah,150,LF,3658,3
d8fbvwalxr,0,gorm,noobda,285,LF,14580,3
d8fbvwalxr,0,crate,clate,105,LF,3445,4
d8fbvwalxr,1,noom,noom,15,HF,4086,4
d8fbvwalxr,1,gled,gled,195,HF,2956,4
d8fbvwalxr,1,gorm,gorm,330,LF,3344,4
d8fbvwalxr,1,blit,blit,240,HF,4477,4
d8fbvwalxr,1,pim,pim,60,HF,1876,4
d8fbvwalxr,1,noobda,noobda,285,LF,3183,4
d8fbvwalxr,1,grah,grah,150,LF,2213,4
d8fbvwalxr,1,noobda,noobda,285,LF,5950,5
d8fbvwalxr,1,gorm,gorm,330,LF,1758,5
d8fbvwalxr,1,grah,grah,150,LF,4835,5
d8fbvwalxr,1,gled,gled,195,HF,4373,5
d8fbvwalxr,1,blit,blit,240,HF,2225,5
d8fbvwalxr,1,noom,noom,15,HF,2097,5
d8fbvwalxr,1,pim,pim,60,HF,1766,5
d8fbvwalxr,1,clate,clate,105,LF,3772,5
ds4hmyce0c,0,north east1,clate,105,LF,35333,1
ds4hmyce0c,0,southwest 1,noom,330,LF,27283,1
ds4hmyce0c,0,east2,noobda,195,HF,13603,1
ds4hmyce0c,0,west,grah,15,HF,9091,1
ds4hmyce0c,0,northwest,pim,60,HF,13660,1
ds4hmyce0c,0,northeast,gorm,150,LF,7914,1
ds4hmyce0c,0,southeast2,blit,240,HF,19334,1
ds4hmyce0c,0,southwest1,gled,285,LF,7633,1
ds4hmyce0c,1,noobda,noobda,195,HF,4761,2
ds4hmyce0c,1,pim,pim,60,HF,2064,2
ds4hmyce0c,1,noom,noom,330,LF,9629,2
ds4hmyce0c,1,clate,clate,105,LF,4316,2
ds4hmyce0c,0,gred,gled,285,LF,6212,2
ds4hmyce0c,0,blit,gorm,150,LF,6107,2
ds4hmyce0c,0,noobda,blit,240,HF,12317,2
ds4hmyce0c,1,grah,grah,15,HF,2813,2
ds4hmyce0c,1,noom,noom,330,LF,3740,3
ds4hmyce0c,1,noobda,noobda,195,HF,4315,3
ds4hmyce0c,1,grah,grah,15,HF,2100,3
ds4hmyce0c,0,blit,gorm,150,LF,2624,3
ds4hmyce0c,1,pim,pim,60,HF,2483,3
ds4hmyce0c,1,clate,clate,105,LF,1527,3
ds4hmyce0c,1,blit,blit,240,HF,6491,3
ds4hmyce0c,0,glem,gled,285,LF,14458,3
ds4hmyce0c,1,grah,grah,15,HF,3209,4
ds4hmyce0c,1,noom,noom,330,LF,2374,4
ds4hmyce0c,0,grom,gorm,150,LF,3842,4
ds4hmyce0c,1,blit,blit,240,HF,2322,4
ds4hmyce0c,1,pim,pim,60,HF,2964,4
ds4hmyce0c,1,clate,clate,105,LF,3637,4
ds4hmyce0c,1,gled,gled,285,LF,5364,4
ds4hmyce0c,1,noobda,noobda,195,HF,3249,4
ds4hmyce0c,1,grah,grah,15,HF,4193,5
ds4hmyce0c,1,gorm,gorm,150,LF,3320,5
ds4hmyce0c,1,clate,clate,105,LF,2354,5
ds4hmyce0c,1,blit,blit,240,HF,3954,5
ds4hmyce0c,0,gred,gled,285,LF,12903,5
ds4hmyce0c,1,noobda,noobda,195,HF,3823,5
ds4hmyce0c,1,noom,noom,330,LF,1932,5
ds4hmyce0c,1,pim,pim,60,HF,5364,5
ds4hmyce0c,1,noobda,noobda,195,HF,2803,6
ds4hmyce0c,1,pim,pim,60,HF,1802,6
ds4hmyce0c,1,blit,blit,240,HF,2412,6
ds4hmyce0c,1,noom,noom,330,LF,2139,6
ds4hmyce0c,1,grah,grah,15,HF,2173,6
ds4hmyce0c,1,gled,gled,285,LF,4954,6
ds4hmyce0c,1,gorm,gorm,150,LF,2899,6
ds4hmyce0c,1,clate,clate,105,LF,3203,6
ewyzhl5t0z,0,pim,grah,150,LF,3575,1
ewyzhl5t0z,0,pim,gorm,330,LF,5627,1
ewyzhl5t0z,0,noom,gled,195,HF,9725,1
ewyzhl5t0z,1,noobda,noobda,15,HF,7201,1
ewyzhl5t0z,0,loom,noom,105,LF,3904,1
ewyzhl5t0z,1,clate,clate,60,HF,3021,1
ewyzhl5t0z,0,blit,pim,285,LF,3851,1
ewyzhl5t0z,1,blit,blit,240,HF,4647,1
ewyzhl5t0z,1,grah,grah,150,LF,3942,2
ewyzhl5t0z,1,blit,blit,240,HF,5634,2
ewyzhl5t0z,1,clate,clate,60,HF,3639,2
ewyzhl5t0z,1,gorm,gorm,330,LF,5555,2
ewyzhl5t0z,1,noobda,noobda,15,HF,6922,2
ewyzhl5t0z,1,pim,pim,285,LF,3772,2
ewyzhl5t0z,1,gled,gled,195,HF,3385,2
ewyzhl5t0z,1,noom,noom,105,LF,3969,2
f0no4oe2gw,0,glah,gled,195,HF,12511,1
f0no4oe2gw,0,cled,clate,150,LF,17916,1
f0no4oe2gw,0,gorum,gorm,105,LF,19915,1
f0no4oe2gw,1,grah,grah,60,HF,5306,1
f0no4oe2gw,1,pim,pim,285,LF,4099,1
f0no4oe2gw,0,pim,noom,330,LF,16326,1
f0no4oe2gw,1,noobda,noobda,240,HF,11307,1
f0no4oe2gw,0,glit,blit,15,HF,6692,1
f0no4oe2gw,0,gled,grah,60,HF,12658,2
f0no4oe2gw,1,noom,noom,330,LF,4651,2
f0no4oe2gw,0,clet,clate,150,LF,12527,2
f0no4oe2gw,1,pim,pim,285,LF,3976,2
f0no4oe2gw,0,grah,gorm,105,LF,15671,2
f0no4oe2gw,1,blit,blit,15,HF,5322,2
f0no4oe2gw,1,noobda,noobda,240,HF,5861,2
f0no4oe2gw,0,grah,gled,195,HF,5746,2
f0no4oe2gw,0,clate,gorm,105,LF,12676,3
f0no4oe2gw,1,grah,grah,60,HF,5682,3
f0no4oe2gw,1,clate,clate,150,LF,12907,3
f0no4oe2gw,1,blit,blit,15,HF,3688,3
f0no4oe2gw,1,noom,noom,330,LF,3018,3
f0no4oe2gw,0,glate,gled,195,HF,6509,3
f0no4oe2gw,1,noobda,noobda,240,HF,5608,3
f0no4oe2gw,1,pim,pim,285,LF,3264,3
f0no4oe2gw,1,gorm,gorm,105,LF,9015,4
f0no4oe2gw,1,clate,clate,150,LF,3628,4
f0no4oe2gw,1,gled,gled,195,HF,8673,4
f0no4oe2gw,1,noom,noom,330,LF,2944,4
f0no4oe2gw,1,blit,blit,15,HF,2870,4
f0no4oe2gw,1,pim,pim,285,LF,2514,4
f0no4oe2gw,1,noobda,noobda,240,HF,4031,4
f0no4oe2gw,1,grah,grah,60,HF,10027,4
f0waok7lrr,0,clet,clate,105,LF,9005,1
f0waok7lrr,1,grah,grah,240,HF,3821,1
f0waok7lrr,1,blit,blit,15,HF,4577,1
f0waok7lrr,1,noobda,noobda,150,LF,5312,1
f0waok7lrr,1,noom,noom,195,HF,3782,1
f0waok7lrr,1,gled,gled,60,HF,4869,1
f0waok7lrr,0,pim,gorm,330,LF,11462,1
f0waok7lrr,1,pim,pim,285,LF,4661,1
f0waok7lrr,0,groh,gorm,330,LF,8946,2
f0waok7lrr,1,grah,grah,240,HF,4734,2
f0waok7lrr,1,blit,blit,15,HF,3549,2
f0waok7lrr,1,noom,noom,195,HF,4111,2
f0waok7lrr,1,clate,clate,105,LF,4155,2
f0waok7lrr,1,noobda,noobda,150,LF,8857,2
f0waok7lrr,1,gled,gled,60,HF,4417,2
f0waok7lrr,1,pim,pim,285,LF,7375,2
f0waok7lrr,1,noom,noom,195,HF,4360,3
f0waok7lrr,1,clate,clate,105,LF,6698,3
f0waok7lrr,1,gorm,gorm,330,LF,6413,3
f0waok7lrr,1,grah,grah,240,HF,4594,3
f0waok7lrr,1,noobda,noobda,150,LF,6656,3
f0waok7lrr,1,blit,blit,15,HF,3668,3
f0waok7lrr,1,gled,gled,60,HF,3212,3
f0waok7lrr,1,pim,pim,285,LF,3530,3
f97nt6uxrp,0,norm,noom,195,HF,3813,1
f97nt6uxrp,1,noobda,noobda,240,HF,2700,1
f97nt6uxrp,0,glot,grah,330,LF,2640,1
f97nt6uxrp,0,gorm,clate,60,HF,4926,1
f97nt6uxrp,0,gird,gorm,105,LF,2555,1
f97nt6uxrp,1,pim,pim,285,LF,2565,1
f97nt6uxrp,0,blith,blit,15,HF,1879,1
f97nt6uxrp,0,gord,gled,150,LF,2455,1
f97nt6uxrp,0,glet,gled,150,LF,4139,2
f97nt6uxrp,1,gorm,gorm,105,LF,1623,2
f97nt6uxrp,0,norm,noom,195,HF,3322,2
f97nt6uxrp,1,pim,pim,285,LF,1612,2
f97nt6uxrp,1,blit,blit,15,HF,2059,2
f97nt6uxrp,0,gorm,grah,330,LF,2631,2
f97nt6uxrp,1,noobda,noobda,240,HF,3017,2
f97nt6uxrp,0,clathe,clate,60,HF,1662,2
f97nt6uxrp,0,norm,noom,195,HF,2065,3
f97nt6uxrp,0,glate,gorm,105,LF,2169,3
f97nt6uxrp,0,gorm,grah,330,LF,2710,3
f97nt6uxrp,1,pim,pim,285,LF,1779,3
f97nt6uxrp,0,glit,gled,150,LF,3116,3
f97nt6uxrp,1,blit,blit,15,HF,1798,3
f97nt6uxrp,0,clathe,clate,60,HF,1393,3
f97nt6uxrp,1,noobda,noobda,240,HF,2571,3
f97nt6uxrp,1,noobda,noobda,240,HF,3271,4
f97nt6uxrp,1,gorm,gorm,105,LF,3658,4
f97nt6uxrp,1,blit,blit,15,HF,1944,4
f97nt6uxrp,1,noom,noom,195,HF,3432,4
f97nt6uxrp,1,pim,pim,285,LF,2354,4
f97nt6uxrp,1,clate,clate,60,HF,2200,4
f97nt6uxrp,0,gorm,grah,330,LF,3156,4
f97nt6uxrp,0,gorm,gled,150,LF,1653,4
f97nt6uxrp,1,noobda,noobda,240,HF,2645,5
f97nt6uxrp,1,pim,pim,285,LF,2304,5
f97nt6uxrp,1,clate,clate,60,HF,1643,5
f97nt6uxrp,1,gorm,gorm,105,LF,1733,5
f97nt6uxrp,1,gled,gled,150,LF,2526,5
f97nt6uxrp,1,blit,blit,15,HF,2260,5
f97nt6uxrp,1,noom,noom,195,HF,3016,5
f97nt6uxrp,1,grah,grah,330,LF,4039,5
fc0nf7pdyf,0,gleb,noobda,60,HF,2704,1
fc0nf7pdyf,1,blit,blit,240,HF,6216,1
fc0nf7pdyf,0,noom,pim,330,LF,4380,1
fc0nf7pdyf,1,noom,noom,285,LF,5186,1
fc0nf7pdyf,0,noobda,clate,195,HF,7754,1
fc0nf7pdyf,0,noobda,grah,105,LF,3310,1
fc0nf7pdyf,1,gled,gled,15,HF,4226,1
fc0nf7pdyf,0,noom,gorm,150,LF,3153,1
fc0nf7pdyf,1,clate,clate,195,HF,2976,2
fc0nf7pdyf,0,gorm,grah,105,LF,9550,2
fc0nf7pdyf,1,blit,blit,240,HF,4961,2
fc0nf7pdyf,0,grah,gorm,150,LF,6503,2
fc0nf7pdyf,0,blit,noom,285,LF,7995,2
fc0nf7pdyf,1,pim,pim,330,LF,4777,2
fc0nf7pdyf,1,noobda,noobda,60,HF,4156,2
fc0nf7pdyf,1,gled,gled,15,HF,4062,2
fc0nf7pdyf,1,clate,clate,195,HF,2150,3
fc0nf7pdyf,1,noom,noom,285,LF,8654,3
fc0nf7pdyf,1,pim,pim,330,LF,6946,3
