runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
28,HF,LF,HF,0,0.5,1,1,1,0.2,0.3,0.3478280342573977,0.6498283188829796,0.0023436468596224336
