runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
198,HF,LF,HF,0,0.5,1,3,1,0.2,0,0.9840899992605663,0.01590633337731633,0.0000036673621173552972
