runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
256,HF,LF,HF,0,0.5,1,3.5,1,0.25,0.15,0.8830546314731441,0.11367995284545919,0.003265415681396746
