runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
51,HF,LF,HF,0,0.5,1,1.5,1,0.1,0.35,0.008577485391205768,0.9914225119849216,2.6238726852403624e-9
