runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
307,HF,LF,HF,0,0.5,1,4,1,0.25,0.5,0.27406861906119695,0.45186276187760616,0.27406861906119695
