runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
18,HF,LF,HF,0,0.5,1,1,1,0.15,0.35,0.09776043564537362,0.9021151511197905,0.00012441323483600725
