runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
28,HF,LF,HF,0,0.5,1,1.5,1,0.1,0.3,0.09534946488037056,0.9046505349230997,1.965298949357548e-10
