runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
67,HF,LF,HF,0,0.5,1,2.5,1,0.1,0.05,0.9999785550515792,0.000021444948420914022,2.862457193986115e-20
