runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
90,HF,LF,HF,0,0.5,1,3,1,0.1,0.1,0.9997965730219448,0.0002034269780552065,4.247490025423795e-18
