runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
5,HF,LF,HF,0,0.5,1,1,1,0.1,0.25,0.49999999999652806,0.49999999999652806,6.943971932433842e-12
