runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
107,HF,LF,HF,0,0.5,1,3,1,0.25,0.4,0.4126605450015863,0.5040247278488167,0.08331472714959706
