runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
99,HF,LF,HF,0,0.5,1,3,1,0.25,0,0.9522698261237778,0.0474107229378784,0.00031945093834375056
