runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
69,HF,LF,HF,0,0.5,1,2.5,1,0.1,0.15,0.9968273171575142,0.0031726828424851914,6.285112624382271e-16
