runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
21,HF,LF,HF,0,0.5,1,1,1,0.25,0.5,0.10650697891920069,0.7869860421615985,0.10650697891920069
