runNum,freq1,freq2,freq3,loc1,loc2,loc3,lf_cost,hf_cost,noise,test_angle,prob_word1,prob_word2,prob_word3
96,HF,LF,HF,0,0.5,1,3,1,0.1,0.4,0.0015011821544260707,0.9984987496920096,6.815356437163941e-8
