sigma,B_hf_12,B_hf_14,lapse,T_5,T_10,gamma,T_12_5,T_12_10,T_14_5,T_14_10
0.19513649939728034,0.5001013506901814,0.9152666653399542,0.1570229295570298,2.165662182239384,3.536675988974048,0.9630990005499372,2.165662182239384,3.536675988974048,3.128761182789321,3.536675988974048
