B_hf_12,B_hf_14,lapse,T_linear_5_12,T_linear_10_12,T_binary_5_12,T_binary_10_12,T_linear_5_14,T_linear_10_14,T_binary_5_14,T_binary_10_14,sigma
0.192878453614715,0.41144624279084563,1.7818424385775608e-08,1.4347149128654806,1.694559960553125,1.6335674061969834,1.755468546063705,1.7103970102756025,1.6256279721749434,1.671291719867825,1.8694422840298999,0.2
