frequency_ratio,payoff_structure,T,p_lf,p_hf,theta
1:4,linear,2.431438127090301,0.37403983,0.62596,0.25
1:4,linear,2.4474916387959866,0.37437457,0.62562555,0.25
1:4,linear,2.4635451505016723,0.374705,0.6252951,0.25
1:4,linear,2.4795986622073576,0.37503102,0.624969,0.25
1:4,linear,2.4956521739130433,0.37535307,0.624647,0.25
1:4,linear,2.511705685618729,0.3756708,0.62432927,0.25
1:4,linear,2.5277591973244147,0.3759846,0.6240155,0.25
1:4,linear,2.5438127090301004,0.37629417,0.62370574,0.25
1:4,linear,2.559866220735786,0.37659994,0.6234001,0.25
1:4,linear,2.5759197324414713,0.37690157,0.6230984,0.25
1:4,linear,2.591973244147157,0.3771994,0.6228004,0.25
1:4,linear,2.6080267558528427,0.37749332,0.62250656,0.25
1:4,linear,2.6240802675585284,0.3777836,0.6222165,0.25
1:4,linear,2.640133779264214,0.37806988,0.6219301,0.25
1:4,linear,2.6561872909699,0.37835255,0.62164754,0.25
1:4,linear,2.672240802675585,0.37863138,0.6213686,0.25
1:4,linear,2.6882943143812708,0.37890673,0.6210933,0.25
1:4,linear,2.7043478260869565,0.3791784,0.6208217,0.25
1:4,linear,2.720401337792642,0.37944645,0.62055355,0.25
1:4,linear,2.736454849498328,0.37971106,0.62028897,0.25
1:4,linear,2.752508361204013,0.37997216,0.6200279,0.25
1:4,linear,2.768561872909699,0.3802299,0.6197702,0.25
1:4,linear,2.7846153846153845,0.38048407,0.61951596,0.25
1:4,linear,2.80066889632107,0.38073507,0.6192651,0.25
1:4,linear,2.816722408026756,0.38098252,0.6190174,0.25
1:4,linear,2.8327759197324416,0.38122693,0.6187732,0.25
1:4,linear,2.848829431438127,0.38146788,0.6185321,0.25
1:4,linear,2.8648829431438125,0.38170576,0.6182942,0.25
1:4,linear,2.8809364548494982,0.38194045,0.61805964,0.25
1:4,linear,2.896989966555184,0.3821721,0.617828,0.25
1:4,linear,2.9130434782608696,0.3824004,0.6175995,0.25
1:4,linear,2.929096989966555,0.38262594,0.61737406,0.25
1:4,linear,2.9451505016722406,0.38284832,0.6171518,0.25
1:4,linear,2.9612040133779263,0.38306773,0.61693233,0.25
1:4,linear,2.977257525083612,0.38328424,0.6167159,0.25
1:4,linear,2.9933110367892977,0.38349777,0.6165022,0.25
1:4,linear,3.0093645484949834,0.38370848,0.6162915,0.25
1:4,linear,3.0254180602006686,0.3839164,0.6160837,0.25
1:4,linear,3.0414715719063543,0.38412148,0.6158785,0.25
1:4,linear,3.05752508361204,0.38432375,0.6156762,0.25
1:4,linear,3.0735785953177257,0.38452336,0.61547655,0.25
1:4,linear,3.0896321070234114,0.38472027,0.6152798,0.25
1:4,linear,3.1056856187290967,0.3849145,0.6150854,0.25
1:4,linear,3.1217391304347823,0.38510606,0.6148939,0.25
1:4,linear,3.137792642140468,0.38529506,0.61470485,0.25
1:4,linear,3.1538461538461537,0.38548148,0.6145185,0.25
1:4,linear,3.1698996655518394,0.38566545,0.6143345,0.25
1:4,linear,3.185953177257525,0.3858468,0.61415327,0.25
1:4,linear,3.2020066889632104,0.3860258,0.61397415,0.25
1:4,linear,3.218060200668896,0.38620225,0.6137978,0.25
1:4,linear,3.234113712374582,0.38637632,0.6136236,0.25
1:4,linear,3.2501672240802675,0.38654807,0.61345196,0.25
1:4,linear,3.266220735785953,0.3867174,0.6132825,0.25
1:4,linear,3.282274247491639,0.3868845,0.61311555,0.25
1:4,linear,3.298327759197324,0.3870493,0.61295074,0.25
1:4,linear,3.31438127090301,0.38721183,0.61278826,0.25
1:4,linear,3.3304347826086955,0.3873721,0.61262804,0.25
1:4,linear,3.346488294314381,0.38753027,0.61246985,0.25
1:4,linear,3.362541806020067,0.38768607,0.6123139,0.25
1:4,linear,3.378595317725752,0.3878399,0.6121601,0.25
1:4,linear,3.394648829431438,0.3879915,0.6120084,0.25
1:4,linear,3.4107023411371236,0.38814119,0.6118589,0.25
1:4,linear,3.4267558528428093,0.38828856,0.6117112,0.25
1:4,linear,3.442809364548495,0.3884341,0.6115657,0.25
1:4,linear,3.4588628762541807,0.38857758,0.6114224,0.25
1:4,linear,3.474916387959866,0.38871908,0.6112808,0.25
1:4,linear,3.4909698996655516,0.3888586,0.6111413,0.25
1:4,linear,3.5070234113712373,0.38899618,0.6110037,0.25
1:4,linear,3.523076923076923,0.389132,0.6108681,0.25
1:4,linear,3.5391304347826087,0.3892658,0.6107342,0.25
1:4,linear,3.555183946488294,0.38939768,0.61060214,0.25
1:4,linear,3.5712374581939796,0.38952798,0.6104722,0.25
1:4,linear,3.5872909698996653,0.38965625,0.6103437,0.25
1:4,linear,3.603344481605351,0.3897828,0.61021715,0.25
1:4,linear,3.6193979933110367,0.38990772,0.6100924,0.25
1:4,linear,3.6354515050167224,0.39003062,0.60996926,0.25
1:4,linear,3.6515050167224077,0.3901521,0.6098479,0.25
1:4,linear,3.6675585284280934,0.39027166,0.60972816,0.25
1:4,linear,3.683612040133779,0.39038974,0.6096102,0.25
1:4,linear,3.6996655518394648,0.39050603,0.60949385,0.25
1:4,linear,3.7157190635451505,0.39062092,0.6093792,0.25
1:4,linear,3.7317725752508357,0.39073402,0.60926616,0.25
1:4,linear,3.7478260869565214,0.39084563,0.6091545,0.25
1:4,linear,3.763879598662207,0.3909555,0.6090445,0.25
1:4,linear,3.779933110367893,0.39106393,0.60893583,0.25
1:4,linear,3.7959866220735785,0.39117086,0.6088291,0.25
1:4,linear,3.812040133779264,0.39127627,0.6087235,0.25
1:4,linear,3.8280936454849495,0.3913803,0.6086197,0.25
1:4,linear,3.844147157190635,0.39148286,0.60851717,0.25
1:4,linear,3.860200668896321,0.39158398,0.6084162,0.25
1:4,linear,3.8762541806020065,0.39168352,0.6083163,0.25
1:4,linear,3.8923076923076922,0.39178187,0.608218,0.25
1:4,linear,3.9083612040133775,0.39187872,0.6081213,0.25
1:4,linear,3.924414715719063,0.3919742,0.6080256,0.25
1:4,linear,3.940468227424749,0.39206845,0.60793144,0.25
1:4,linear,3.9565217391304346,0.39216137,0.6078387,0.25
1:4,linear,3.9725752508361203,0.39225292,0.6077473,0.25
1:4,linear,3.988628762541806,0.39234316,0.60765684,0.25
1:4,linear,4.004682274247491,0.3924322,0.60756797,0.25
1:4,linear,4.0207357859531765,0.3925197,0.60748,0.25
1:4,linear,4.036789297658863,0.39260638,0.6073937,0.25
1:4,linear,4.052842809364548,0.39269167,0.6073083,0.25
1:4,linear,4.068896321070234,0.39277574,0.6072242,0.25
1:4,linear,4.084949832775919,0.39285862,0.6071415,0.25
1:4,linear,4.1010033444816045,0.3929403,0.6070597,0.25
1:4,linear,4.117056856187291,0.393021,0.6069791,0.25
1:4,linear,4.133110367892976,0.39310026,0.6068997,0.25
1:4,linear,4.149163879598662,0.39317852,0.60682124,0.25
1:4,linear,4.165217391304347,0.3932559,0.60674405,0.25
1:4,linear,4.181270903010033,0.39333203,0.606668,0.25
1:4,linear,4.197324414715719,0.39340696,0.6065929,0.25
1:4,linear,4.213377926421405,0.39348087,0.60651886,0.25
1:4,linear,4.22943143812709,0.39355397,0.6064461,0.25
1:4,linear,4.245484949832775,0.39362586,0.60637414,0.25
1:4,linear,4.2615384615384615,0.39369673,0.6063034,0.25
1:4,linear,4.277591973244147,0.39376655,0.6062335,0.25
1:4,linear,4.293645484949833,0.39383554,0.60616463,0.25
1:4,linear,4.309698996655518,0.39390337,0.60609657,0.25
1:4,linear,4.325752508361203,0.3939703,0.6060298,0.25
1:4,linear,4.3418060200668895,0.39403626,0.60596377,0.25
1:4,linear,4.357859531772575,0.39410138,0.6058986,0.25
1:4,linear,4.373913043478261,0.39416546,0.6058348,0.25
1:4,linear,4.389966555183946,0.39422864,0.6057715,0.25
1:4,linear,4.406020066889631,0.39429104,0.60570896,0.25
1:4,linear,4.422073578595318,0.39435253,0.6056477,0.25
1:4,linear,4.438127090301003,0.39441288,0.60558707,0.25
1:4,linear,4.454180602006689,0.3944725,0.6055272,0.25
1:4,linear,4.470234113712374,0.39453158,0.60546845,0.25
1:4,linear,4.48628762541806,0.39458954,0.60541034,0.25
1:4,linear,4.502341137123746,0.39464673,0.6053535,0.25
1:4,linear,4.518394648829431,0.39470318,0.6052969,0.25
1:4,linear,4.534448160535117,0.3947587,0.6052413,0.25
1:4,linear,4.550501672240802,0.39481348,0.6051865,0.25
1:4,linear,4.566555183946488,0.39486733,0.60513264,0.25
1:4,linear,4.582608695652174,0.39492065,0.6050792,0.25
1:4,linear,4.598662207357859,0.39497316,0.6050269,0.25
1:4,linear,4.614715719063545,0.39502496,0.6049753,0.25
1:4,linear,4.63076923076923,0.39507583,0.6049244,0.25
1:4,linear,4.6468227424749164,0.39512613,0.6048739,0.25
1:4,linear,4.662876254180602,0.3951757,0.60482436,0.25
1:4,linear,4.678929765886287,0.3952243,0.60477555,0.25
1:4,linear,4.694983277591973,0.39527255,0.6047276,0.25
1:4,linear,4.711036789297658,0.39532006,0.60467994,0.25
1:4,linear,4.7270903010033445,0.3953668,0.60463315,0.25
1:4,linear,4.74314381270903,0.3954128,0.6045872,0.25
1:4,linear,4.759197324414715,0.39545843,0.60454184,0.25
1:4,linear,4.775250836120401,0.39550313,0.60449684,0.25
1:4,linear,4.791304347826086,0.39554727,0.6044527,0.25
1:4,linear,4.8073578595317725,0.39559066,0.6044093,0.25
1:4,linear,4.823411371237458,0.39563367,0.6043663,0.25
1:4,linear,4.839464882943144,0.39567593,0.604324,0.25
1:4,linear,4.855518394648829,0.39571762,0.6042823,0.25
1:4,linear,4.871571906354514,0.39575857,0.6042414,0.25
1:4,linear,4.887625418060201,0.39579916,0.6042007,0.25
1:4,linear,4.903678929765886,0.39583915,0.60416096,0.25
1:4,linear,4.919732441471572,0.39587843,0.6041215,0.25
1:4,linear,4.935785953177257,0.39591712,0.60408294,0.25
1:4,linear,4.9518394648829425,0.39595544,0.60404456,0.25
1:4,linear,4.967892976588629,0.39599302,0.6040068,0.25
1:4,linear,4.983946488294314,0.39603022,0.60397005,0.25
1:4,linear,5.0,0.39606667,0.6039332,0.25
1:2,binary,0.2,0.31023398,0.68976593,0.25
1:2,binary,0.21605351170568562,0.31165335,0.6883466,0.25
1:2,binary,0.23210702341137124,0.3130649,0.68693507,0.25
1:2,binary,0.24816053511705688,0.31446856,0.6855316,0.25
1:2,binary,0.26421404682274247,0.3158641,0.6841359,0.25
1:2,binary,0.2802675585284281,0.31725153,0.68274844,0.25
1:2,binary,0.2963210702341137,0.31863084,0.6813691,0.25
1:2,binary,0.31237458193979933,0.3200019,0.6799981,0.25
1:2,binary,0.328428093645485,0.3213646,0.67863536,0.25
1:2,binary,0.34448160535117056,0.32271895,0.677281,0.25
1:2,binary,0.36053511705685615,0.32406482,0.6759352,0.25
1:2,binary,0.3765886287625418,0.3254022,0.6745979,0.25
1:2,binary,0.39264214046822743,0.32673094,0.67326903,0.25
1:2,binary,0.408695652173913,0.32805106,0.67194897,0.25
1:2,binary,0.42474916387959866,0.3293625,0.67063755,0.25
1:2,binary,0.4408026755852843,0.3306651,0.6693348,0.25
1:2,binary,0.4568561872909699,0.33195907,0.668041,0.25
1:2,binary,0.4729096989966555,0.3332441,0.66675603,0.25
1:2,binary,0.4889632107023411,0.33452016,0.6654798,0.25
1:2,binary,0.5050167224080268,0.3357874,0.6642126,0.25
1:2,binary,0.5210702341137123,0.33704555,0.66295445,0.25
1:2,binary,0.537123745819398,0.33829477,0.66170526,0.25
1:2,binary,0.5531772575250835,0.3395349,0.6604651,0.25
1:2,binary,0.5692307692307692,0.34076598,0.65923405,0.25
1:2,binary,0.5852842809364549,0.3419879,0.65801215,0.25
1:2,binary,0.6013377926421404,0.34320068,0.6567994,0.25
1:2,binary,0.6173913043478261,0.34440428,0.6555957,0.25
1:2,binary,0.6334448160535117,0.3455987,0.6544013,0.25
1:2,binary,0.6494983277591972,0.3467839,0.6532161,0.25
1:2,binary,0.6655518394648829,0.34795988,0.6520402,0.25
1:2,binary,0.6816053511705685,0.34912658,0.6508734,0.25
1:2,binary,0.6976588628762541,0.350284,0.6497159,0.25
1:2,binary,0.7137123745819398,0.3514322,0.64856786,0.25
1:2,binary,0.7297658862876253,0.35257104,0.647429,0.25
1:2,binary,0.745819397993311,0.35370058,0.64629936,0.25
1:2,binary,0.7618729096989967,0.35482085,0.6451791,0.25
1:2,binary,0.7779264214046822,0.35593182,0.6440681,0.25
1:2,binary,0.7939799331103679,0.35703352,0.64296657,0.25
1:2,binary,0.8100334448160535,0.35812584,0.6418742,0.25
1:2,binary,0.826086956521739,0.35920882,0.6407912,0.25
1:2,binary,0.8421404682274247,0.3602826,0.63971746,0.25
1:2,binary,0.8581939799331104,0.36134705,0.638653,0.25
1:2,binary,0.8742474916387959,0.36240214,0.6375978,0.25
1:2,binary,0.8903010033444816,0.363448,0.636552,0.25
1:2,binary,0.9063545150501671,0.36448458,0.63551545,0.25
1:2,binary,0.9224080267558528,0.36551192,0.6344881,0.25
1:2,binary,0.9384615384615385,0.36652997,0.63346994,0.25
1:2,binary,0.9545150501672239,0.36753887,0.6324612,0.25
1:2,binary,0.9705685618729096,0.36853853,0.6314615,0.25
1:2,binary,0.9866220735785953,0.369529,0.630471,0.25
1:2,binary,1.0026755852842808,0.3705103,0.6294897,0.25
1:2,binary,1.0187290969899665,0.3714825,0.6285176,0.25
1:2,binary,1.0347826086956522,0.3724455,0.6275545,0.25
1:2,binary,1.0508361204013377,0.37339947,0.62660056,0.25
1:2,binary,1.0668896321070234,0.37434435,0.62565565,0.25
1:2,binary,1.0829431438127088,0.37528023,0.62471986,0.25
1:2,binary,1.0989966555183945,0.37620705,0.623793,0.25
1:2,binary,1.1150501672240802,0.3771249,0.6228751,0.25
1:2,binary,1.1311036789297657,0.37803382,0.6219661,0.25
1:2,binary,1.1471571906354514,0.37893385,0.6210661,0.25
1:2,binary,1.163210702341137,0.37982506,0.620175,0.25
1:2,binary,1.1792642140468226,0.38070744,0.6192928,0.25
1:2,binary,1.1953177257525083,0.38158095,0.6184192,0.25
1:2,binary,1.2113712374581938,0.3824457,0.6175544,0.25
1:2,binary,1.2274247491638794,0.38330165,0.6166982,0.25
1:2,binary,1.2434782608695651,0.3841491,0.6158509,0.25
1:2,binary,1.2595317725752506,0.38498783,0.6150123,0.25
1:2,binary,1.2755852842809363,0.38581792,0.61418205,0.25
1:2,binary,1.291638795986622,0.3866396,0.6133606,0.25
1:2,binary,1.3076923076923075,0.3874526,0.6125474,0.25
1:2,binary,1.3237458193979932,0.3882572,0.6117427,0.25
1:2,binary,1.3397993311036787,0.38905352,0.61094666,0.25
1:2,binary,1.3558528428093644,0.38984135,0.61015874,0.25
1:2,binary,1.37190635451505,0.39062092,0.60937923,0.25
1:2,binary,1.3879598662207355,0.3913921,0.6086078,0.25
1:2,binary,1.4040133779264212,0.39215514,0.60784477,0.25
1:2,binary,1.420066889632107,0.39291006,0.60708994,0.25
1:2,binary,1.4361204013377924,0.3936569,0.60634327,0.25
1:2,binary,1.452173913043478,0.3943955,0.6056044,0.25
1:2,binary,1.4682274247491638,0.39512622,0.6048737,0.25
1:2,binary,1.4842809364548493,0.395849,0.604151,0.25
1:2,binary,1.500334448160535,0.39656377,0.6034361,0.25
1:2,binary,1.5163879598662207,0.39727083,0.6027293,0.25
1:2,binary,1.5324414715719061,0.39796996,0.6020301,0.25
1:2,binary,1.5484949832775918,0.39866138,0.6013387,0.25
1:2,binary,1.5645484949832773,0.39934516,0.6006551,0.25
1:2,binary,1.580602006688963,0.40002126,0.5999789,0.25
1:2,binary,1.5966555183946487,0.40068966,0.5993102,0.25
1:2,binary,1.6127090301003342,0.4013507,0.59864926,0.25
1:2,binary,1.6287625418060199,0.40200427,0.5979958,0.25
1:2,binary,1.6448160535117056,0.40265042,0.59734964,0.25
1:2,binary,1.660869565217391,0.4032892,0.5967109,0.25
1:2,binary,1.6769230769230767,0.4039206,0.5960793,0.25
1:2,binary,1.6929765886287624,0.40454495,0.59545517,0.25
1:2,binary,1.709030100334448,0.405162,0.5948381,0.25
1:2,binary,1.7250836120401336,0.40577197,0.59422815,0.25
1:2,binary,1.7411371237458193,0.40637484,0.5936252,0.25
1:2,binary,1.7571906354515048,0.40697074,0.5930292,0.25
1:2,binary,1.7732441471571905,0.40755975,0.59244037,0.25
1:2,binary,1.789297658862876,0.40814173,0.59185815,0.25
1:2,binary,1.8053511705685616,0.40871698,0.59128296,0.25
1:2,binary,1.8214046822742473,0.4092855,0.5907145,0.25
1:2,binary,1.8374581939799328,0.40984726,0.59015286,0.25
1:2,binary,1.8535117056856185,0.4104023,0.58959764,0.25
1:2,binary,1.8695652173913042,0.4109508,0.5890491,0.25
1:2,binary,1.8856187290969897,0.41149285,0.5885072,0.25
1:2,binary,1.9016722408026754,0.41202837,0.5879716,0.25
1:2,binary,1.917725752508361,0.4125575,0.58744264,0.25
1:2,binary,1.9337792642140466,0.41308028,0.5869199,0.25
1:2,binary,1.9498327759197323,0.4135967,0.58640337,0.25
1:2,binary,1.9658862876254177,0.41410694,0.5858932,0.25
1:2,binary,1.9819397993311034,0.41461086,0.5853891,0.25
1:2,binary,1.9979933110367891,0.4151088,0.58489114,0.25
1:2,binary,2.0140468227424746,0.41560066,0.58439934,0.25
1:2,binary,2.0301003344481603,0.4160866,0.5839135,0.25
1:2,binary,2.046153846153846,0.41656643,0.5834335,0.25
1:2,binary,2.0622073578595317,0.41704053,0.5829594,0.25
1:2,binary,2.0782608695652174,0.41750875,0.5824914,0.25
1:2,binary,2.094314381270903,0.41797113,0.58202887,0.25
1:2,binary,2.1103678929765883,0.41842782,0.5815722,0.25
1:2,binary,2.126421404682274,0.41887894,0.5811212,0.25
1:2,binary,2.1424749163879597,0.41932434,0.5806757,0.25
1:2,binary,2.1585284280936454,0.41976422,0.5802357,0.25
1:2,binary,2.174581939799331,0.42019862,0.57980126,0.25
1:2,binary,2.1906354515050164,0.4206277,0.57937235,0.25
1:2,binary,2.2066889632107025,0.42105126,0.5789487,0.25
1:2,binary,2.2227424749163878,0.42146966,0.57853043,0.25
1:2,binary,2.2387959866220735,0.42188266,0.57811743,0.25
1:2,binary,2.254849498327759,0.42229044,0.57770956,0.25
1:2,binary,2.270903010033445,0.42269313,0.5773069,0.25
1:2,binary,2.2869565217391306,0.4230907,0.5769093,0.25
1:2,binary,2.303010033444816,0.42348328,0.5765168,0.25
1:2,binary,2.3190635451505015,0.42387077,0.57612914,0.25
1:2,binary,2.335117056856187,0.42425343,0.5757466,0.25
1:2,binary,2.351170568561873,0.4246312,0.5753689,0.25
1:2,binary,2.3672240802675586,0.42500412,0.57499605,0.25
1:2,binary,2.3832775919732443,0.4253722,0.5746278,0.25
1:2,binary,2.3993311036789295,0.42573565,0.57426447,0.25
1:2,binary,2.4153846153846152,0.4260944,0.57390577,0.25
1:2,binary,2.431438127090301,0.4264485,0.5735516,0.25
1:2,binary,2.4474916387959866,0.426798,0.57320195,0.25
1:2,binary,2.4635451505016723,0.4271431,0.57285684,0.25
1:2,binary,2.4795986622073576,0.42748368,0.57251644,0.25
1:2,binary,2.4956521739130433,0.42781982,0.5721802,0.25
1:2,binary,2.511705685618729,0.42815155,0.57184845,0.25
1:2,binary,2.5277591973244147,0.42847905,0.5715208,0.25
1:2,binary,2.5438127090301004,0.4288023,0.5711978,0.25
1:2,binary,2.559866220735786,0.4291212,0.57087874,0.25
1:2,binary,2.5759197324414713,0.4294361,0.57056403,0.25
1:2,binary,2.591973244147157,0.42974675,0.5702533,0.25
1:2,binary,2.6080267558528427,0.4300534,0.5699467,0.25
1:2,binary,2.6240802675585284,0.430356,0.5696441,0.25
1:2,binary,2.640133779264214,0.4306546,0.5693454,0.25
1:2,binary,2.6561872909699,0.43094936,0.5690508,0.25
1:2,binary,2.672240802675585,0.43124014,0.56876,0.25
1:2,binary,2.6882943143812708,0.43152708,0.568473,0.25
1:2,binary,2.7043478260869565,0.4318102,0.56818974,0.25
1:2,binary,2.720401337792642,0.4320896,0.5679103,0.25
1:2,binary,2.736454849498328,0.43236536,0.5676347,0.25
1:2,binary,2.752508361204013,0.4326374,0.5673626,0.25
1:2,binary,2.768561872909699,0.43290585,0.5670941,0.25
1:2,binary,2.7846153846153845,0.43317068,0.56682926,0.25
1:2,binary,2.80066889632107,0.43343216,0.566568,0.25
1:2,binary,2.816722408026756,0.43368986,0.56631005,0.25
1:2,binary,2.8327759197324416,0.43394428,0.5660557,0.25
1:2,binary,2.848829431438127,0.43419525,0.56580466,0.25
1:2,binary,2.8648829431438125,0.43444294,0.5655571,0.25
1:2,binary,2.8809364548494982,0.43468726,0.5653128,0.25
1:2,binary,2.896989966555184,0.4349283,0.56507176,0.25
1:2,binary,2.9130434782608696,0.43516612,0.564834,0.25
1:2,binary,2.929096989966555,0.43540066,0.56459934,0.25
1:2,binary,2.9451505016722406,0.4356321,0.5643679,0.25
1:2,binary,2.9612040133779263,0.43586046,0.5641396,0.25
1:2,binary,2.977257525083612,0.4360856,0.5639143,0.25
1:2,binary,2.9933110367892977,0.43630785,0.5636922,0.25
1:2,binary,3.0093645484949834,0.43652707,0.56347305,0.25
1:2,binary,3.0254180602006686,0.43674332,0.56325686,0.25
1:2,binary,3.0414715719063543,0.4369566,0.5630435,0.25
1:2,binary,3.05752508361204,0.437167,0.5628332,0.25
1:2,binary,3.0735785953177257,0.43737447,0.5626254,0.25
1:2,binary,3.0896321070234114,0.4375792,0.5624209,0.25
1:2,binary,3.1056856187290967,0.43778113,0.56221884,0.25
1:2,binary,3.1217391304347823,0.4379802,0.5620197,0.25
1:2,binary,3.137792642140468,0.43817678,0.5618234,0.25
1:2,binary,3.1538461538461537,0.4383705,0.56162953,0.25
1:2,binary,3.1698996655518394,0.43856162,0.5614383,0.25
1:2,binary,3.185953177257525,0.43875018,0.5612499,0.25
1:2,binary,3.2020066889632104,0.43893608,0.561064,0.25
1:2,binary,3.218060200668896,0.4391195,0.56088054,0.25
1:2,binary,3.234113712374582,0.43930033,0.5606997,0.25
1:2,binary,3.2501672240802675,0.43947873,0.5605213,0.25
1:2,binary,3.266220735785953,0.43965468,0.56034535,0.25
1:2,binary,3.282274247491639,0.43982822,0.5601718,0.25
1:2,binary,3.298327759197324,0.43999937,0.5600007,0.25
1:2,binary,3.31438127090301,0.44016808,0.55983186,0.25
1:2,binary,3.3304347826086955,0.44033456,0.55966544,0.25
1:2,binary,3.346488294314381,0.4404988,0.5595012,0.25
1:2,binary,3.362541806020067,0.44066066,0.5593394,0.25
1:2,binary,3.378595317725752,0.4408204,0.55917966,0.25
1:2,binary,3.394648829431438,0.44097784,0.5590223,0.25
1:2,binary,3.4107023411371236,0.44113305,0.558867,0.25
1:2,binary,3.4267558528428093,0.4412862,0.55871385,0.25
1:2,binary,3.442809364548495,0.4414372,0.5585629,0.25
1:2,binary,3.4588628762541807,0.44158608,0.5584138,0.25
1:2,binary,3.474916387959866,0.44173297,0.558267,0.25
1:2,binary,3.4909698996655516,0.44187778,0.5581222,0.25
1:2,binary,3.5070234113712373,0.44202068,0.5579795,0.25
1:2,binary,3.523076923076923,0.4421615,0.5578387,0.25
1:2,binary,3.5391304347826087,0.44230026,0.5576997,0.25
1:2,binary,3.555183946488294,0.44243726,0.5575629,0.25
1:2,binary,3.5712374581939796,0.44257218,0.5574277,0.25
1:2,binary,3.5872909698996653,0.44270548,0.5572947,0.25
1:2,binary,3.603344481605351,0.44283658,0.55716324,0.25
1:2,binary,3.6193979933110367,0.44296625,0.5570339,0.25
1:2,binary,3.6354515050167224,0.44309387,0.5569063,0.25
1:2,binary,3.6515050167224077,0.4432198,0.5567804,0.25
1:2,binary,3.6675585284280934,0.44334376,0.55665624,0.25
1:2,binary,3.683612040133779,0.4434661,0.55653375,0.25
1:2,binary,3.6996655518394648,0.44358674,0.5564131,0.25
1:2,binary,3.7157190635451505,0.44370586,0.55629426,0.25
1:2,binary,3.7317725752508357,0.44382307,0.55617684,0.25
1:2,binary,3.7478260869565214,0.44393885,0.5560613,0.25
1:2,binary,3.763879598662207,0.44405285,0.5559472,0.25
1:2,binary,3.779933110367893,0.4441652,0.55583465,0.25
1:2,binary,3.7959866220735785,0.4442761,0.5557238,0.25
1:2,binary,3.812040133779264,0.4443854,0.55561453,0.25
1:2,binary,3.8280936454849495,0.44449317,0.5555067,0.25
1:2,binary,3.844147157190635,0.44459948,0.5554005,0.25
1:2,binary,3.860200668896321,0.44470432,0.55529577,0.25
1:2,binary,3.8762541806020065,0.44480762,0.55519253,0.25
1:2,binary,3.8923076923076922,0.44490954,0.5550906,0.25
1:2,binary,3.9083612040133775,0.4450098,0.5549901,0.25
1:2,binary,3.924414715719063,0.4451089,0.55489117,0.25
1:2,binary,3.940468227424749,0.4452063,0.5547935,0.25
1:2,binary,3.9565217391304346,0.44530272,0.55469745,0.25
1:2,binary,3.9725752508361203,0.44539753,0.55460256,0.25
1:2,binary,3.988628762541806,0.4454911,0.55450904,0.25
1:2,binary,4.004682274247491,0.4455833,0.55441684,0.25
1:2,binary,4.0207357859531765,0.44567415,0.5543258,0.25
1:2,binary,4.036789297658863,0.44576383,0.5542363,0.25
1:2,binary,4.052842809364548,0.44585216,0.5541479,0.25
1:2,binary,4.068896321070234,0.44593933,0.5540609,0.25
1:2,binary,4.084949832775919,0.44602513,0.5539749,0.25
1:2,binary,4.1010033444816045,0.4461098,0.5538902,0.25
1:2,binary,4.117056856187291,0.4461933,0.55380684,0.25
1:2,binary,4.133110367892976,0.44627565,0.55372465,0.25
1:2,binary,4.149163879598662,0.44635662,0.55364335,0.25
1:2,binary,4.165217391304347,0.44643655,0.55356324,0.25
1:2,binary,4.181270903010033,0.44651553,0.5534846,0.25
1:2,binary,4.197324414715719,0.44659317,0.5534069,0.25
1:2,binary,4.213377926421405,0.44666982,0.55333036,0.25
1:2,binary,4.22943143812709,0.44674534,0.55325466,0.25
1:2,binary,4.245484949832775,0.4468197,0.55318034,0.25
1:2,binary,4.2615384615384615,0.4468931,0.55310684,0.25
1:2,binary,4.277591973244147,0.44696555,0.55303466,0.25
1:2,binary,4.293645484949833,0.44703683,0.55296314,0.25
1:2,binary,4.309698996655518,0.447107,0.55289286,0.25
1:2,binary,4.325752508361203,0.44717637,0.55282354,0.25
1:2,binary,4.3418060200668895,0.44724482,0.55275536,0.25
1:2,binary,4.357859531772575,0.44731212,0.5526878,0.25
1:2,binary,4.373913043478261,0.44737846,0.5526216,0.25
1:2,binary,4.389966555183946,0.44744396,0.5525562,0.25
1:2,binary,4.406020066889631,0.4475084,0.55249137,0.25
1:2,binary,4.422073578595318,0.4475722,0.552428,0.25
1:2,binary,4.438127090301003,0.44763473,0.5523654,0.25
1:2,binary,4.454180602006689,0.44769642,0.5523035,0.25
1:2,binary,4.470234113712374,0.44775748,0.55224246,0.25
1:2,binary,4.48628762541806,0.4478175,0.5521824,0.25
1:2,binary,4.502341137123746,0.44787663,0.55212337,0.25
1:2,binary,4.518394648829431,0.44793516,0.55206496,0.25
1:2,binary,4.534448160535117,0.44799262,0.5520074,0.25
1:2,binary,4.550501672240802,0.44804925,0.5519509,0.25
1:2,binary,4.566555183946488,0.448105,0.55189484,0.25
1:2,binary,4.582608695652174,0.44816035,0.55183977,0.25
1:2,binary,4.598662207357859,0.44821462,0.55178547,0.25
1:2,binary,4.614715719063545,0.44826806,0.55173206,0.25
1:2,binary,4.63076923076923,0.44832066,0.5516791,0.25
1:2,binary,4.6468227424749164,0.4483728,0.55162704,0.25
1:2,binary,4.662876254180602,0.44842413,0.55157584,0.25
1:2,binary,4.678929765886287,0.4484746,0.55152553,0.25
1:2,binary,4.694983277591973,0.44852442,0.5514757,0.25
1:2,binary,4.711036789297658,0.44857362,0.55142653,0.25
1:2,binary,4.7270903010033445,0.44862196,0.5513781,0.25
