frequency_ratio,payoff_structure,T,p_lf,p_hf,theta
1:2,binary,4.74314381270903,0.44866946,0.5513304,0.25
1:2,binary,4.759197324414715,0.44871673,0.5512834,0.25
1:2,binary,4.775250836120401,0.44876295,0.5512369,0.25
1:2,binary,4.791304347826086,0.44880855,0.5511914,0.25
1:2,binary,4.8073578595317725,0.4488537,0.55114657,0.25
1:2,binary,4.823411371237458,0.44889802,0.5511018,0.25
1:2,binary,4.839464882943144,0.4489419,0.5510583,0.25
1:2,binary,4.855518394648829,0.4489847,0.551015,0.25
1:2,binary,4.871571906354514,0.4490273,0.55097264,0.25
1:2,binary,4.887625418060201,0.44906926,0.5509307,0.25
1:2,binary,4.903678929765886,0.4491106,0.55088943,0.25
1:2,binary,4.919732441471572,0.4491513,0.55084896,0.25
1:2,binary,4.935785953177257,0.44919133,0.5508088,0.25
1:2,binary,4.9518394648829425,0.44923097,0.55076915,0.25
1:2,binary,4.967892976588629,0.44926995,0.55073017,0.25
1:2,binary,4.983946488294314,0.4493083,0.55069196,0.25
1:2,binary,5.0,0.449346,0.55065393,0.25
1:4,binary,0.2,0.26549646,0.7345036,0.25
1:4,binary,0.21605351170568562,0.2667903,0.7332097,0.25
1:4,binary,0.23210702341137124,0.2680778,0.73192227,0.25
1:4,binary,0.24816053511705688,0.2693588,0.73064125,0.25
1:4,binary,0.26421404682274247,0.27063316,0.7293668,0.25
1:4,binary,0.2802675585284281,0.27190095,0.7280991,0.25
1:4,binary,0.2963210702341137,0.27316195,0.726838,0.25
1:4,binary,0.31237458193979933,0.27441618,0.72558385,0.25
1:4,binary,0.328428093645485,0.27566347,0.7243366,0.25
1:4,binary,0.34448160535117056,0.27690378,0.72309625,0.25
1:4,binary,0.36053511705685615,0.27813703,0.721863,0.25
1:4,binary,0.3765886287625418,0.2793632,0.72063684,0.25
1:4,binary,0.39264214046822743,0.28058216,0.7194179,0.25
1:4,binary,0.408695652173913,0.28179383,0.71820617,0.25
1:4,binary,0.42474916387959866,0.2829982,0.71700174,0.25
1:4,binary,0.4408026755852843,0.28419524,0.7158048,0.25
1:4,binary,0.4568561872909699,0.28538483,0.7146152,0.25
1:4,binary,0.4729096989966555,0.2865669,0.71343315,0.25
1:4,binary,0.4889632107023411,0.28774142,0.7122586,0.25
1:4,binary,0.5050167224080268,0.28890833,0.71109176,0.25
1:4,binary,0.5210702341137123,0.29006755,0.7099324,0.25
1:4,binary,0.537123745819398,0.29121912,0.7087808,0.25
1:4,binary,0.5531772575250835,0.29236296,0.7076371,0.25
1:4,binary,0.5692307692307692,0.293499,0.7065011,0.25
1:4,binary,0.5852842809364549,0.29462716,0.7053728,0.25
1:4,binary,0.6013377926421404,0.29574746,0.7042525,0.25
1:4,binary,0.6173913043478261,0.29685986,0.7031401,0.25
1:4,binary,0.6334448160535117,0.29796433,0.70203567,0.25
1:4,binary,0.6494983277591972,0.29906082,0.7009392,0.25
1:4,binary,0.6655518394648829,0.30014935,0.6998506,0.25
1:4,binary,0.6816053511705685,0.30122983,0.6987702,0.25
1:4,binary,0.6976588628762541,0.30230224,0.6976979,0.25
1:4,binary,0.7137123745819398,0.30336657,0.6966335,0.25
1:4,binary,0.7297658862876253,0.30442274,0.6955772,0.25
1:4,binary,0.745819397993311,0.30547085,0.6945291,0.25
1:4,binary,0.7618729096989967,0.3065108,0.6934892,0.25
1:4,binary,0.7779264214046822,0.30754262,0.6924574,0.25
1:4,binary,0.7939799331103679,0.30856627,0.6914338,0.25
1:4,binary,0.8100334448160535,0.3095817,0.6904183,0.25
1:4,binary,0.826086956521739,0.31058893,0.68941104,0.25
1:4,binary,0.8421404682274247,0.31158802,0.68841195,0.25
1:4,binary,0.8581939799331104,0.31257886,0.68742114,0.25
1:4,binary,0.8742474916387959,0.3135615,0.68643844,0.25
1:4,binary,0.8903010033444816,0.31453592,0.685464,0.25
1:4,binary,0.9063545150501671,0.3155022,0.68449783,0.25
1:4,binary,0.9224080267558528,0.31646022,0.6835398,0.25
1:4,binary,0.9384615384615385,0.31740996,0.68259,0.25
1:4,binary,0.9545150501672239,0.31835163,0.68164843,0.25
1:4,binary,0.9705685618729096,0.31928498,0.6807149,0.25
1:4,binary,0.9866220735785953,0.32021025,0.6797897,0.25
1:4,binary,1.0026755852842808,0.32112727,0.67887264,0.25
1:4,binary,1.0187290969899665,0.3220362,0.67796385,0.25
1:4,binary,1.0347826086956522,0.32293692,0.6770631,0.25
1:4,binary,1.0508361204013377,0.32382947,0.6761706,0.25
1:4,binary,1.0668896321070234,0.32471395,0.6752861,0.25
1:4,binary,1.0829431438127088,0.3255903,0.6744098,0.25
1:4,binary,1.0989966555183945,0.3264585,0.6735415,0.25
1:4,binary,1.1150501672240802,0.32731873,0.6726813,0.25
1:4,binary,1.1311036789297657,0.32817078,0.6718291,0.25
1:4,binary,1.1471571906354514,0.32901493,0.67098504,0.25
1:4,binary,1.163210702341137,0.32985103,0.67014885,0.25
1:4,binary,1.1792642140468226,0.33067918,0.6693208,0.25
1:4,binary,1.1953177257525083,0.3314994,0.6685006,0.25
1:4,binary,1.2113712374581938,0.33231163,0.66768837,0.25
1:4,binary,1.2274247491638794,0.333116,0.66688395,0.25
1:4,binary,1.2434782608695651,0.33391252,0.6660875,0.25
1:4,binary,1.2595317725752506,0.33470115,0.6652988,0.25
1:4,binary,1.2755852842809363,0.335482,0.66451794,0.25
1:4,binary,1.291638795986622,0.33625516,0.663745,0.25
1:4,binary,1.3076923076923075,0.3370205,0.6629796,0.25
1:4,binary,1.3237458193979932,0.3377781,0.6622219,0.25
1:4,binary,1.3397993311036787,0.33852816,0.6614721,0.25
1:4,binary,1.3558528428093644,0.33927047,0.6607296,0.25
1:4,binary,1.37190635451505,0.34000525,0.65999484,0.25
1:4,binary,1.3879598662207355,0.3407324,0.65926754,0.25
1:4,binary,1.4040133779264212,0.3414521,0.6585479,0.25
1:4,binary,1.420066889632107,0.3421643,0.6578356,0.25
1:4,binary,1.4361204013377924,0.34286913,0.6571309,0.25
1:4,binary,1.452173913043478,0.34356657,0.6564335,0.25
1:4,binary,1.4682274247491638,0.34425664,0.6557435,0.25
1:4,binary,1.4842809364548493,0.34493938,0.6550607,0.25
1:4,binary,1.500334448160535,0.34561482,0.65438515,0.25
1:4,binary,1.5163879598662207,0.3462831,0.6537169,0.25
1:4,binary,1.5324414715719061,0.3469442,0.6530559,0.25
1:4,binary,1.5484949832775918,0.3475981,0.6524018,0.25
1:4,binary,1.5645484949832773,0.34824502,0.65175503,0.25
1:4,binary,1.580602006688963,0.34888485,0.6511151,0.25
1:4,binary,1.5966555183946487,0.34951773,0.6504824,0.25
1:4,binary,1.6127090301003342,0.3501436,0.64985645,0.25
1:4,binary,1.6287625418060199,0.35076264,0.6492374,0.25
1:4,binary,1.6448160535117056,0.3513748,0.64862525,0.25
1:4,binary,1.660869565217391,0.35198018,0.6480199,0.25
1:4,binary,1.6769230769230767,0.35257876,0.6474213,0.25
1:4,binary,1.6929765886287624,0.3531707,0.64682937,0.25
1:4,binary,1.709030100334448,0.3537559,0.646244,0.25
1:4,binary,1.7250836120401336,0.35433456,0.64566535,0.25
1:4,binary,1.7411371237458193,0.35490668,0.64509326,0.25
1:4,binary,1.7571906354515048,0.3554724,0.6445276,0.25
1:4,binary,1.7732441471571905,0.3560316,0.6439685,0.25
1:4,binary,1.789297658862876,0.35658428,0.64341563,0.25
1:4,binary,1.8053511705685616,0.3571307,0.6428693,0.25
1:4,binary,1.8214046822742473,0.35767084,0.6423293,0.25
1:4,binary,1.8374581939799328,0.35820472,0.6417954,0.25
1:4,binary,1.8535117056856185,0.35873234,0.64126766,0.25
1:4,binary,1.8695652173913042,0.35925394,0.6407462,0.25
1:4,binary,1.8856187290969897,0.3597694,0.64023066,0.25
1:4,binary,1.9016722408026754,0.36027884,0.6397213,0.25
1:4,binary,1.917725752508361,0.36078227,0.63921785,0.25
1:4,binary,1.9337792642140466,0.36127967,0.6387203,0.25
1:4,binary,1.9498327759197323,0.36177135,0.6382288,0.25
1:4,binary,1.9658862876254177,0.36225712,0.6377429,0.25
1:4,binary,1.9819397993311034,0.36273715,0.63726294,0.25
1:4,binary,1.9979933110367891,0.3632114,0.6367886,0.25
1:4,binary,2.0140468227424746,0.36368,0.63632,0.25
1:4,binary,2.0301003344481603,0.36414292,0.63585705,0.25
1:4,binary,2.046153846153846,0.3646004,0.6353996,0.25
1:4,binary,2.0622073578595317,0.3650523,0.6349478,0.25
1:4,binary,2.0782608695652174,0.36549878,0.63450134,0.25
1:4,binary,2.094314381270903,0.36593974,0.63406044,0.25
1:4,binary,2.1103678929765883,0.36637533,0.63362473,0.25
1:4,binary,2.126421404682274,0.36680573,0.63319445,0.25
1:4,binary,2.1424749163879597,0.3672307,0.6327692,0.25
1:4,binary,2.1585284280936454,0.36765063,0.6323495,0.25
1:4,binary,2.174581939799331,0.36806524,0.6319347,0.25
1:4,binary,2.1906354515050164,0.36847496,0.6315251,0.25
1:4,binary,2.2066889632107025,0.36887938,0.6311205,0.25
1:4,binary,2.2227424749163878,0.36927897,0.6307209,0.25
1:4,binary,2.2387959866220735,0.3696735,0.63032645,0.25
1:4,binary,2.254849498327759,0.37006328,0.6299368,0.25
1:4,binary,2.270903010033445,0.370448,0.629552,0.25
1:4,binary,2.2869565217391306,0.37082803,0.6291719,0.25
1:4,binary,2.303010033444816,0.3712033,0.62879676,0.25
1:4,binary,2.3190635451505015,0.37157387,0.62842613,0.25
1:4,binary,2.335117056856187,0.37193966,0.6280603,0.25
1:4,binary,2.351170568561873,0.37230098,0.62769896,0.25
1:4,binary,2.3672240802675586,0.37265766,0.6273422,0.25
1:4,binary,2.3832775919732443,0.37300992,0.62699,0.25
1:4,binary,2.3993311036789295,0.37335762,0.6266424,0.25
1:4,binary,2.4153846153846152,0.37370095,0.626299,0.25
1:4,binary,2.431438127090301,0.37403983,0.62596,0.25
1:4,binary,2.4474916387959866,0.37437457,0.62562555,0.25
1:4,binary,2.4635451505016723,0.374705,0.6252951,0.25
1:4,binary,2.4795986622073576,0.37503102,0.624969,0.25
1:4,binary,2.4956521739130433,0.37535307,0.624647,0.25
1:4,binary,2.511705685618729,0.3756708,0.62432927,0.25
1:4,binary,2.5277591973244147,0.3759846,0.6240155,0.25
1:4,binary,2.5438127090301004,0.37629417,0.62370574,0.25
1:4,binary,2.559866220735786,0.37659994,0.6234001,0.25
1:4,binary,2.5759197324414713,0.37690157,0.6230984,0.25
1:4,binary,2.591973244147157,0.3771994,0.6228004,0.25
1:4,binary,2.6080267558528427,0.37749332,0.62250656,0.25
1:4,binary,2.6240802675585284,0.3777836,0.6222165,0.25
1:4,binary,2.640133779264214,0.37806988,0.6219301,0.25
1:4,binary,2.6561872909699,0.37835255,0.62164754,0.25
1:4,binary,2.672240802675585,0.37863138,0.6213686,0.25
1:4,binary,2.6882943143812708,0.37890673,0.6210933,0.25
1:4,binary,2.7043478260869565,0.3791784,0.6208217,0.25
1:4,binary,2.720401337792642,0.37944645,0.62055355,0.25
1:4,binary,2.736454849498328,0.37971106,0.62028897,0.25
1:4,binary,2.752508361204013,0.37997216,0.6200279,0.25
1:4,binary,2.768561872909699,0.3802299,0.6197702,0.25
1:4,binary,2.7846153846153845,0.38048407,0.61951596,0.25
1:4,binary,2.80066889632107,0.38073507,0.6192651,0.25
1:4,binary,2.816722408026756,0.38098252,0.6190174,0.25
1:4,binary,2.8327759197324416,0.38122693,0.6187732,0.25
1:4,binary,2.848829431438127,0.38146788,0.6185321,0.25
1:4,binary,2.8648829431438125,0.38170576,0.6182942,0.25
1:4,binary,2.8809364548494982,0.38194045,0.61805964,0.25
1:4,binary,2.896989966555184,0.3821721,0.617828,0.25
1:4,binary,2.9130434782608696,0.3824004,0.6175995,0.25
1:4,binary,2.929096989966555,0.38262594,0.61737406,0.25
1:4,binary,2.9451505016722406,0.38284832,0.6171518,0.25
1:4,binary,2.9612040133779263,0.38306773,0.61693233,0.25
1:4,binary,2.977257525083612,0.38328424,0.6167159,0.25
1:4,binary,2.9933110367892977,0.38349777,0.6165022,0.25
1:4,binary,3.0093645484949834,0.38370848,0.6162915,0.25
1:4,binary,3.0254180602006686,0.3839164,0.6160837,0.25
1:4,binary,3.0414715719063543,0.38412148,0.6158785,0.25
1:4,binary,3.05752508361204,0.38432375,0.6156762,0.25
1:4,binary,3.0735785953177257,0.38452336,0.61547655,0.25
1:4,binary,3.0896321070234114,0.38472027,0.6152798,0.25
1:4,binary,3.1056856187290967,0.3849145,0.6150854,0.25
1:4,binary,3.1217391304347823,0.38510606,0.6148939,0.25
1:4,binary,3.137792642140468,0.38529506,0.61470485,0.25
1:4,binary,3.1538461538461537,0.38548148,0.6145185,0.25
1:4,binary,3.1698996655518394,0.38566545,0.6143345,0.25
1:4,binary,3.185953177257525,0.3858468,0.61415327,0.25
1:4,binary,3.2020066889632104,0.3860258,0.61397415,0.25
1:4,binary,3.218060200668896,0.38620225,0.6137978,0.25
1:4,binary,3.234113712374582,0.38637632,0.6136236,0.25
1:4,binary,3.2501672240802675,0.38654807,0.61345196,0.25
1:4,binary,3.266220735785953,0.3867174,0.6132825,0.25
1:4,binary,3.282274247491639,0.3868845,0.61311555,0.25
1:4,binary,3.298327759197324,0.3870493,0.61295074,0.25
1:4,binary,3.31438127090301,0.38721183,0.61278826,0.25
1:4,binary,3.3304347826086955,0.3873721,0.61262804,0.25
1:4,binary,3.346488294314381,0.38753027,0.61246985,0.25
1:4,binary,3.362541806020067,0.38768607,0.6123139,0.25
1:4,binary,3.378595317725752,0.3878399,0.6121601,0.25
1:4,binary,3.394648829431438,0.3879915,0.6120084,0.25
1:4,binary,3.4107023411371236,0.38814119,0.6118589,0.25
1:4,binary,3.4267558528428093,0.38828856,0.6117112,0.25
1:4,binary,3.442809364548495,0.3884341,0.6115657,0.25
1:4,binary,3.4588628762541807,0.38857758,0.6114224,0.25
1:4,binary,3.474916387959866,0.38871908,0.6112808,0.25
1:4,binary,3.4909698996655516,0.3888586,0.6111413,0.25
1:4,binary,3.5070234113712373,0.38899618,0.6110037,0.25
1:4,binary,3.523076923076923,0.389132,0.6108681,0.25
1:4,binary,3.5391304347826087,0.3892658,0.6107342,0.25
1:4,binary,3.555183946488294,0.38939768,0.61060214,0.25
1:4,binary,3.5712374581939796,0.38952798,0.6104722,0.25
1:4,binary,3.5872909698996653,0.38965625,0.6103437,0.25
1:4,binary,3.603344481605351,0.3897828,0.61021715,0.25
1:4,binary,3.6193979933110367,0.38990772,0.6100924,0.25
1:4,binary,3.6354515050167224,0.39003062,0.60996926,0.25
1:4,binary,3.6515050167224077,0.3901521,0.6098479,0.25
1:4,binary,3.6675585284280934,0.39027166,0.60972816,0.25
1:4,binary,3.683612040133779,0.39038974,0.6096102,0.25
1:4,binary,3.6996655518394648,0.39050603,0.60949385,0.25
1:4,binary,3.7157190635451505,0.39062092,0.6093792,0.25
1:4,binary,3.7317725752508357,0.39073402,0.60926616,0.25
1:4,binary,3.7478260869565214,0.39084563,0.6091545,0.25
1:4,binary,3.763879598662207,0.3909555,0.6090445,0.25
1:4,binary,3.779933110367893,0.39106393,0.60893583,0.25
1:4,binary,3.7959866220735785,0.39117086,0.6088291,0.25
1:4,binary,3.812040133779264,0.39127627,0.6087235,0.25
1:4,binary,3.8280936454849495,0.3913803,0.6086197,0.25
1:4,binary,3.844147157190635,0.39148286,0.60851717,0.25
1:4,binary,3.860200668896321,0.39158398,0.6084162,0.25
1:4,binary,3.8762541806020065,0.39168352,0.6083163,0.25
1:4,binary,3.8923076923076922,0.39178187,0.608218,0.25
1:4,binary,3.9083612040133775,0.39187872,0.6081213,0.25
1:4,binary,3.924414715719063,0.3919742,0.6080256,0.25
1:4,binary,3.940468227424749,0.39206845,0.60793144,0.25
1:4,binary,3.9565217391304346,0.39216137,0.6078387,0.25
1:4,binary,3.9725752508361203,0.39225292,0.6077473,0.25
1:4,binary,3.988628762541806,0.39234316,0.60765684,0.25
1:4,binary,4.004682274247491,0.3924322,0.60756797,0.25
1:4,binary,4.0207357859531765,0.3925197,0.60748,0.25
1:4,binary,4.036789297658863,0.39260638,0.6073937,0.25
1:4,binary,4.052842809364548,0.39269167,0.6073083,0.25
1:4,binary,4.068896321070234,0.39277574,0.6072242,0.25
1:4,binary,4.084949832775919,0.39285862,0.6071415,0.25
1:4,binary,4.1010033444816045,0.3929403,0.6070597,0.25
1:4,binary,4.117056856187291,0.393021,0.6069791,0.25
1:4,binary,4.133110367892976,0.39310026,0.6068997,0.25
1:4,binary,4.149163879598662,0.39317852,0.60682124,0.25
1:4,binary,4.165217391304347,0.3932559,0.60674405,0.25
1:4,binary,4.181270903010033,0.39333203,0.606668,0.25
1:4,binary,4.197324414715719,0.39340696,0.6065929,0.25
1:4,binary,4.213377926421405,0.39348087,0.60651886,0.25
1:4,binary,4.22943143812709,0.39355397,0.6064461,0.25
1:4,binary,4.245484949832775,0.39362586,0.60637414,0.25
1:4,binary,4.2615384615384615,0.39369673,0.6063034,0.25
1:4,binary,4.277591973244147,0.39376655,0.6062335,0.25
1:4,binary,4.293645484949833,0.39383554,0.60616463,0.25
1:4,binary,4.309698996655518,0.39390337,0.60609657,0.25
1:4,binary,4.325752508361203,0.3939703,0.6060298,0.25
1:4,binary,4.3418060200668895,0.39403626,0.60596377,0.25
1:4,binary,4.357859531772575,0.39410138,0.6058986,0.25
1:4,binary,4.373913043478261,0.39416546,0.6058348,0.25
1:4,binary,4.389966555183946,0.39422864,0.6057715,0.25
1:4,binary,4.406020066889631,0.39429104,0.60570896,0.25
1:4,binary,4.422073578595318,0.39435253,0.6056477,0.25
1:4,binary,4.438127090301003,0.39441288,0.60558707,0.25
1:4,binary,4.454180602006689,0.3944725,0.6055272,0.25
1:4,binary,4.470234113712374,0.39453158,0.60546845,0.25
1:4,binary,4.48628762541806,0.39458954,0.60541034,0.25
1:4,binary,4.502341137123746,0.39464673,0.6053535,0.25
1:4,binary,4.518394648829431,0.39470318,0.6052969,0.25
1:4,binary,4.534448160535117,0.3947587,0.6052413,0.25
1:4,binary,4.550501672240802,0.39481348,0.6051865,0.25
1:4,binary,4.566555183946488,0.39486733,0.60513264,0.25
1:4,binary,4.582608695652174,0.39492065,0.6050792,0.25
1:4,binary,4.598662207357859,0.39497316,0.6050269,0.25
1:4,binary,4.614715719063545,0.39502496,0.6049753,0.25
1:4,binary,4.63076923076923,0.39507583,0.6049244,0.25
1:4,binary,4.6468227424749164,0.39512613,0.6048739,0.25
1:4,binary,4.662876254180602,0.3951757,0.60482436,0.25
1:4,binary,4.678929765886287,0.3952243,0.60477555,0.25
1:4,binary,4.694983277591973,0.39527255,0.6047276,0.25
1:4,binary,4.711036789297658,0.39532006,0.60467994,0.25
1:4,binary,4.7270903010033445,0.3953668,0.60463315,0.25
1:4,binary,4.74314381270903,0.3954128,0.6045872,0.25
1:4,binary,4.759197324414715,0.39545843,0.60454184,0.25
1:4,binary,4.775250836120401,0.39550313,0.60449684,0.25
1:4,binary,4.791304347826086,0.39554727,0.6044527,0.25
1:4,binary,4.8073578595317725,0.39559066,0.6044093,0.25
1:4,binary,4.823411371237458,0.39563367,0.6043663,0.25
1:4,binary,4.839464882943144,0.39567593,0.604324,0.25
1:4,binary,4.855518394648829,0.39571762,0.6042823,0.25
1:4,binary,4.871571906354514,0.39575857,0.6042414,0.25
1:4,binary,4.887625418060201,0.39579916,0.6042007,0.25
1:4,binary,4.903678929765886,0.39583915,0.60416096,0.25
1:4,binary,4.919732441471572,0.39587843,0.6041215,0.25
1:4,binary,4.935785953177257,0.39591712,0.60408294,0.25
1:4,binary,4.9518394648829425,0.39595544,0.60404456,0.25
1:4,binary,4.967892976588629,0.39599302,0.6040068,0.25
1:4,binary,4.983946488294314,0.39603022,0.60397005,0.25
1:4,binary,5.0,0.39606667,0.6039332,0.25
