frequency_ratio,word,baseline,slope,t,activation
1:2,HF,0.5001013506901814,0.07671974615145677,5.5102040816326525,0.9228428090757594
1:2,HF,0.5001013506901814,0.07671974615145677,5.63265306122449,0.93223706370655
1:2,HF,0.5001013506901814,0.07671974615145677,5.755102040816326,0.9416313183373407
1:2,HF,0.5001013506901814,0.07671974615145677,5.877551020408163,0.9510255729681313
1:2,HF,0.5001013506901814,0.07671974615145677,6.0,0.960419827598922
1:2,LF,0.0,2.044426755802471,0.0,0.0
1:2,LF,0.0,2.044426755802471,0.12244897959183673,0.25033797009826175
1:2,LF,0.0,2.044426755802471,0.24489795918367346,0.5006759401965235
1:2,LF,0.0,2.044426755802471,0.36734693877551017,0.7510139102947851
1:2,LF,0.0,2.044426755802471,0.4897959183673469,1.001351880393047
1:2,LF,0.0,2.044426755802471,0.6122448979591837,1.2516898504913088
1:2,LF,0.0,2.044426755802471,0.7346938775510203,1.5020278205895703
1:2,LF,0.0,2.044426755802471,0.8571428571428571,1.752365790687832
1:2,LF,0.0,2.044426755802471,0.9795918367346939,2.002703760786094
1:2,LF,0.0,2.044426755802471,1.1020408163265305,2.2530417308843553
1:2,LF,0.0,2.044426755802471,1.2244897959183674,2.5033797009826175
1:2,LF,0.0,2.044426755802471,1.346938775510204,2.7537176710808793
1:2,LF,0.0,2.044426755802471,1.4693877551020407,3.0040556411791406
1:2,LF,0.0,2.044426755802471,1.5918367346938775,3.254393611277403
1:2,LF,0.0,2.044426755802471,1.7142857142857142,3.504731581375664
1:2,LF,0.0,2.044426755802471,1.836734693877551,3.7550695514739263
1:2,LF,0.0,2.044426755802471,1.9591836734693877,4.005407521572188
1:2,LF,0.0,2.044426755802471,2.0816326530612246,4.25574549167045
1:2,LF,0.0,2.044426755802471,2.204081632653061,4.506083461768711
1:2,LF,0.0,2.044426755802471,2.326530612244898,4.756421431866973
1:2,LF,0.0,2.044426755802471,2.4489795918367347,5.006759401965235
1:2,LF,0.0,2.044426755802471,2.571428571428571,5.257097372063496
1:2,LF,0.0,2.044426755802471,2.693877551020408,5.507435342161759
1:2,LF,0.0,2.044426755802471,2.816326530612245,5.75777331226002
1:2,LF,0.0,2.044426755802471,2.9387755102040813,6.008111282358281
1:2,LF,0.0,2.044426755802471,3.061224489795918,6.258449252456543
1:2,LF,0.0,2.044426755802471,3.183673469387755,6.508787222554806
1:2,LF,0.0,2.044426755802471,3.306122448979592,6.759125192653067
1:2,LF,0.0,2.044426755802471,3.4285714285714284,7.009463162751328
1:2,LF,0.0,2.044426755802471,3.5510204081632653,7.25980113284959
1:2,LF,0.0,2.044426755802471,3.673469387755102,7.510139102947853
1:2,LF,0.0,2.044426755802471,3.7959183673469385,7.760477073046114
1:2,LF,0.0,2.044426755802471,3.9183673469387754,8.010815043144376
1:2,LF,0.0,2.044426755802471,4.040816326530612,8.261153013242637
1:2,LF,0.0,2.044426755802471,4.163265306122449,8.5114909833409
1:2,LF,0.0,2.044426755802471,4.285714285714286,8.76182895343916
1:2,LF,0.0,2.044426755802471,4.408163265306122,9.012166923537421
1:2,LF,0.0,2.044426755802471,4.530612244897959,9.262504893635684
1:2,LF,0.0,2.044426755802471,4.653061224489796,9.512842863733946
1:2,LF,0.0,2.044426755802471,4.775510204081632,9.763180833832207
1:2,LF,0.0,2.044426755802471,4.8979591836734695,10.01351880393047
1:2,LF,0.0,2.044426755802471,5.020408163265306,10.263856774028731
1:2,LF,0.0,2.044426755802471,5.142857142857142,10.514194744126993
1:2,LF,0.0,2.044426755802471,5.26530612244898,10.764532714225256
1:2,LF,0.0,2.044426755802471,5.387755102040816,11.014870684323517
1:2,LF,0.0,2.044426755802471,5.5102040816326525,11.265208654421777
1:2,LF,0.0,2.044426755802471,5.63265306122449,11.51554662452004
1:2,LF,0.0,2.044426755802471,5.755102040816326,11.765884594618301
1:2,LF,0.0,2.044426755802471,5.877551020408163,12.016222564716562
1:2,LF,0.0,2.044426755802471,6.0,12.266560534814825
1:4,HF,0.9152666653399542,0.07671974615145677,0.0,0.9152666653399542
1:4,HF,0.9152666653399542,0.07671974615145677,0.12244897959183673,0.9246609199707447
1:4,HF,0.9152666653399542,0.07671974615145677,0.24489795918367346,0.9340551746015354
1:4,HF,0.9152666653399542,0.07671974615145677,0.36734693877551017,0.943449429232326
1:4,HF,0.9152666653399542,0.07671974615145677,0.4897959183673469,0.9528436838631167
1:4,HF,0.9152666653399542,0.07671974615145677,0.6122448979591837,0.9622379384939073
1:4,HF,0.9152666653399542,0.07671974615145677,0.7346938775510203,0.9716321931246978
1:4,HF,0.9152666653399542,0.07671974615145677,0.8571428571428571,0.9810264477554885
1:4,HF,0.9152666653399542,0.07671974615145677,0.9795918367346939,0.9904207023862791
1:4,HF,0.9152666653399542,0.07671974615145677,1.1020408163265305,0.9998149570170698
1:4,HF,0.9152666653399542,0.07671974615145677,1.2244897959183674,1.0092092116478604
1:4,HF,0.9152666653399542,0.07671974615145677,1.346938775510204,1.018603466278651
1:4,HF,0.9152666653399542,0.07671974615145677,1.4693877551020407,1.0279977209094415
1:4,HF,0.9152666653399542,0.07671974615145677,1.5918367346938775,1.0373919755402323
1:4,HF,0.9152666653399542,0.07671974615145677,1.7142857142857142,1.046786230171023
1:4,HF,0.9152666653399542,0.07671974615145677,1.836734693877551,1.0561804848018135
1:4,HF,0.9152666653399542,0.07671974615145677,1.9591836734693877,1.065574739432604
1:4,HF,0.9152666653399542,0.07671974615145677,2.0816326530612246,1.0749689940633949
1:4,HF,0.9152666653399542,0.07671974615145677,2.204081632653061,1.0843632486941854
1:4,HF,0.9152666653399542,0.07671974615145677,2.326530612244898,1.093757503324976
1:4,HF,0.9152666653399542,0.07671974615145677,2.4489795918367347,1.1031517579557666
1:4,HF,0.9152666653399542,0.07671974615145677,2.571428571428571,1.1125460125865572
1:4,HF,0.9152666653399542,0.07671974615145677,2.693877551020408,1.121940267217348
1:4,HF,0.9152666653399542,0.07671974615145677,2.816326530612245,1.1313345218481385
1:4,HF,0.9152666653399542,0.07671974615145677,2.9387755102040813,1.1407287764789291
1:4,HF,0.9152666653399542,0.07671974615145677,3.061224489795918,1.1501230311097197
1:4,HF,0.9152666653399542,0.07671974615145677,3.183673469387755,1.1595172857405105
1:4,HF,0.9152666653399542,0.07671974615145677,3.306122448979592,1.168911540371301
1:4,HF,0.9152666653399542,0.07671974615145677,3.4285714285714284,1.1783057950020916
1:4,HF,0.9152666653399542,0.07671974615145677,3.5510204081632653,1.1877000496328822
1:4,HF,0.9152666653399542,0.07671974615145677,3.673469387755102,1.1970943042636728
1:4,HF,0.9152666653399542,0.07671974615145677,3.7959183673469385,1.2064885588944634
1:4,HF,0.9152666653399542,0.07671974615145677,3.9183673469387754,1.2158828135252542
1:4,HF,0.9152666653399542,0.07671974615145677,4.040816326530612,1.2252770681560448
1:4,HF,0.9152666653399542,0.07671974615145677,4.163265306122449,1.2346713227868353
1:4,HF,0.9152666653399542,0.07671974615145677,4.285714285714286,1.2440655774176261
1:4,HF,0.9152666653399542,0.07671974615145677,4.408163265306122,1.2534598320484167
1:4,HF,0.9152666653399542,0.07671974615145677,4.530612244897959,1.2628540866792073
1:4,HF,0.9152666653399542,0.07671974615145677,4.653061224489796,1.2722483413099979
1:4,HF,0.9152666653399542,0.07671974615145677,4.775510204081632,1.2816425959407884
1:4,HF,0.9152666653399542,0.07671974615145677,4.8979591836734695,1.291036850571579
1:4,HF,0.9152666653399542,0.07671974615145677,5.020408163265306,1.3004311052023698
1:4,HF,0.9152666653399542,0.07671974615145677,5.142857142857142,1.3098253598331604
1:4,HF,0.9152666653399542,0.07671974615145677,5.26530612244898,1.319219614463951
1:4,HF,0.9152666653399542,0.07671974615145677,5.387755102040816,1.3286138690947416
1:4,HF,0.9152666653399542,0.07671974615145677,5.5102040816326525,1.3380081237255324
1:4,HF,0.9152666653399542,0.07671974615145677,5.63265306122449,1.347402378356323
1:4,HF,0.9152666653399542,0.07671974615145677,5.755102040816326,1.3567966329871135
1:4,HF,0.9152666653399542,0.07671974615145677,5.877551020408163,1.366190887617904
1:4,HF,0.9152666653399542,0.07671974615145677,6.0,1.3755851422486947
1:4,LF,0.0,2.044426755802471,0.0,0.0
1:4,LF,0.0,2.044426755802471,0.12244897959183673,0.25033797009826175
1:4,LF,0.0,2.044426755802471,0.24489795918367346,0.5006759401965235
1:4,LF,0.0,2.044426755802471,0.36734693877551017,0.7510139102947851
1:4,LF,0.0,2.044426755802471,0.4897959183673469,1.001351880393047
1:4,LF,0.0,2.044426755802471,0.6122448979591837,1.2516898504913088
1:4,LF,0.0,2.044426755802471,0.7346938775510203,1.5020278205895703
1:4,LF,0.0,2.044426755802471,0.8571428571428571,1.752365790687832
1:4,LF,0.0,2.044426755802471,0.9795918367346939,2.002703760786094
1:4,LF,0.0,2.044426755802471,1.1020408163265305,2.2530417308843553
1:4,LF,0.0,2.044426755802471,1.2244897959183674,2.5033797009826175
1:4,LF,0.0,2.044426755802471,1.346938775510204,2.7537176710808793
1:4,LF,0.0,2.044426755802471,1.4693877551020407,3.0040556411791406
1:4,LF,0.0,2.044426755802471,1.5918367346938775,3.254393611277403
1:4,LF,0.0,2.044426755802471,1.7142857142857142,3.504731581375664
1:4,LF,0.0,2.044426755802471,1.836734693877551,3.7550695514739263
1:4,LF,0.0,2.044426755802471,1.9591836734693877,4.005407521572188
1:4,LF,0.0,2.044426755802471,2.0816326530612246,4.25574549167045
1:4,LF,0.0,2.044426755802471,2.204081632653061,4.506083461768711
1:4,LF,0.0,2.044426755802471,2.326530612244898,4.756421431866973
1:4,LF,0.0,2.044426755802471,2.4489795918367347,5.006759401965235
1:4,LF,0.0,2.044426755802471,2.571428571428571,5.257097372063496
1:4,LF,0.0,2.044426755802471,2.693877551020408,5.507435342161759
1:4,LF,0.0,2.044426755802471,2.816326530612245,5.75777331226002
1:4,LF,0.0,2.044426755802471,2.9387755102040813,6.008111282358281
1:4,LF,0.0,2.044426755802471,3.061224489795918,6.258449252456543
1:4,LF,0.0,2.044426755802471,3.183673469387755,6.508787222554806
1:4,LF,0.0,2.044426755802471,3.306122448979592,6.759125192653067
1:4,LF,0.0,2.044426755802471,3.4285714285714284,7.009463162751328
1:4,LF,0.0,2.044426755802471,3.5510204081632653,7.25980113284959
1:4,LF,0.0,2.044426755802471,3.673469387755102,7.510139102947853
1:4,LF,0.0,2.044426755802471,3.7959183673469385,7.760477073046114
1:4,LF,0.0,2.044426755802471,3.9183673469387754,8.010815043144376
1:4,LF,0.0,2.044426755802471,4.040816326530612,8.261153013242637
1:4,LF,0.0,2.044426755802471,4.163265306122449,8.5114909833409
1:4,LF,0.0,2.044426755802471,4.285714285714286,8.76182895343916
1:4,LF,0.0,2.044426755802471,4.408163265306122,9.012166923537421
1:4,LF,0.0,2.044426755802471,4.530612244897959,9.262504893635684
1:4,LF,0.0,2.044426755802471,4.653061224489796,9.512842863733946
1:4,LF,0.0,2.044426755802471,4.775510204081632,9.763180833832207
1:4,LF,0.0,2.044426755802471,4.8979591836734695,10.01351880393047
1:4,LF,0.0,2.044426755802471,5.020408163265306,10.263856774028731
1:4,LF,0.0,2.044426755802471,5.142857142857142,10.514194744126993
1:4,LF,0.0,2.044426755802471,5.26530612244898,10.764532714225256
1:4,LF,0.0,2.044426755802471,5.387755102040816,11.014870684323517
1:4,LF,0.0,2.044426755802471,5.5102040816326525,11.265208654421777
1:4,LF,0.0,2.044426755802471,5.63265306122449,11.51554662452004
1:4,LF,0.0,2.044426755802471,5.755102040816326,11.765884594618301
1:4,LF,0.0,2.044426755802471,5.877551020408163,12.016222564716562
1:4,LF,0.0,2.044426755802471,6.0,12.266560534814825
